((('cue', (0.11245595349932312, 0.47427870741977574)), ('yellow', (0.9192109328653595, 0.6874222411368218)), ('blue', (0.2835435450491415, 1.6535865358303279)), ('red', (0.8130467582776302, 1.0860099813083968))), 'pot blue ball into top_right pocket directly')
((('cue', (0.6834114839482117, 0.9431101160175205)), ('blue', (0.8407136887484425, 0.39080683843237196)), ('red', (0.38518210945096154, 0.09291099426708044)), ('yellow', (0.17057564928649754, 0.6120802677237736))), 'pot blue ball into middle_right pocket with a bank shot')
((('cue', (0.7707818030488175, 1.4088238368788977)), ('blue', (0.5174984238610132, 1.432011295161788)), ('yellow', (0.5680091067602797, 1.577629605611035)), ('red', (0.7671003946920093, 0.8113675096256971))), 'pot blue ball into top_right pocket indirectly')
((('cue', (0.2964840814013703, 1.5095654684517135)), ('blue', (0.6571080224019163, 1.2657830224259286)), ('red', (0.8744956394458483, 1.2837686858149535)), ('yellow', (0.8393807432214766, 0.42538763637048793))), 'pot yellow ball into bottom_left pocket with a bank shot')
((('cue', (0.17830728728737633, 1.8598865940156377)), ('red', (0.19917509884157403, 0.21613591823806547)), ('blue', (0.20782427287404082, 1.6233419949504249)), ('yellow', (0.6882290500480199, 0.6373206502220328))), 'pot yellow ball into bottom_right pocket indirectly')
((('cue', (0.6680564671986029, 0.3278717058064885)), ('red', (0.9436997104909227, 0.12082781697763847)), ('yellow', (0.2484613243800709, 1.7479147517338778)), ('blue', (0.39352938515393054, 0.5310871382898682))), 'pot yellow ball into bottom_left pocket indirectly')
((('cue', (0.5903978053803591, 0.7573047205746465)), ('blue', (0.655660857032122, 0.5034123336426485)), ('red', (0.22228407321139793, 0.33030283174229136)), ('yellow', (0.39645449202600624, 1.7864452301555016))), 'pot red ball into top_left pocket indirectly')
((('cue', (0.272668253889518, 1.5385163591391318)), ('red', (0.1838869537540654, 0.15589223285082887)), ('blue', (0.34901908325686803, 0.9751704171137462)), ('yellow', (0.16617039296025155, 1.07666944582077))), 'pot yellow ball into bottom_left pocket indirectly')
((('cue', (0.5568410422594213, 1.7130470320833697)), ('yellow', (0.6567427131835063, 0.4493599967609435)), ('blue', (0.3539657401406725, 0.08950289950662535)), ('red', (0.7547209046691356, 1.6037257022969473))), 'pot red ball into top_right pocket with a bank shot')
((('cue', (0.667771197495933, 0.6840197414764223)), ('red', (0.7629935130865569, 1.1907439036413658)), ('blue', (0.20976462854037695, 0.21056052245472073)), ('yellow', (0.3734890320311999, 0.8021380100530332))), 'pot blue ball into bottom_left pocket with a bank shot')
((('cue', (0.7721651668001872, 1.3919581432544856)), ('red', (0.9405215888962845, 1.4200016651624798)), ('blue', (0.14870721915817647, 0.5413996345765772)), ('yellow', (0.30722299121759045, 1.4292943198951513))), 'pot yellow ball into top_left pocket with a bank shot')
((('cue', (0.14522492360667766, 1.3190302319096694)), ('blue', (0.08621741887334125, 0.6842335059931786)), ('yellow', (0.424798049548025, 0.36106398771876647)), ('red', (0.6491365108365417, 1.3263740433546949))), 'pot blue ball into top_right pocket indirectly')
((('cue', (0.46262009755791034, 1.439597387830934)), ('red', (0.5811609989488948, 0.37490617718502184)), ('yellow', (0.10497646688601892, 0.6843738461971051)), ('blue', (0.08362791434619918, 1.5593412441185173))), 'pot yellow ball into bottom_right pocket indirectly')
((('cue', (0.9140518703619583, 0.47168377636790426)), ('blue', (0.5735410504963907, 1.4497657333734613)), ('yellow', (0.7594091011592149, 0.9720188804836221)), ('red', (0.3401805879601101, 0.591312353641618))), 'pot blue ball into top_right pocket indirectly')
((('cue', (0.46372696313447803, 1.0598412456271402)), ('yellow', (0.6020093403950918, 0.8964481022121712)), ('red', (0.19922432833233397, 1.116771598688763)), ('blue', (0.6975503433430548, 1.8840777976994418))), 'pot blue ball into top_left pocket indirectly')
((('cue', (0.6805744826892062, 0.6500735880490125)), ('red', (0.49738966034787413, 1.2325146202200457)), ('yellow', (0.20927335632224298, 1.437722165791078)), ('blue', (0.1300528641444165, 0.7777271843485265))), 'pot blue ball into bottom_left pocket indirectly')
((('cue', (0.9003128513008276, 1.3666549868184938)), ('red', (0.40829407367545, 0.7086840683342722)), ('yellow', (0.7618277560455365, 1.6219758744793444)), ('blue', (0.5177909402859954, 0.3839486945750973))), 'pot red ball into bottom_left pocket directly')
((('cue', (0.8367063286067938, 0.7486310840929163)), ('yellow', (0.3405167083496832, 1.6224778530793045)), ('blue', (0.7482268123965166, 0.24586224692561182)), ('red', (0.07316487028507615, 0.963482180003947))), 'pot yellow ball into top_left pocket directly')
((('cue', (0.2053303761407536, 1.064692165447274)), ('blue', (0.4192285990970708, 0.18322702108853486)), ('yellow', (0.8074534544330659, 1.2816814282983833)), ('red', (0.328215972577548, 1.9193059265207302))), 'pot red ball into bottom_right pocket indirectly')
((('cue', (0.7737500943785294, 1.591765987129956)), ('red', (0.6802698793718429, 1.7606344380510799)), ('blue', (0.5161971220457449, 1.3585733361390597)), ('yellow', (0.7114892503670445, 0.40690031211458744))), 'pot red ball into top_left pocket with a bank shot')
((('cue', (0.4893314635953824, 0.3802968127115053)), ('yellow', (0.6986640759293568, 0.5337008658060683)), ('red', (0.9354631602566996, 1.669518914271159)), ('blue', (0.14753029697566944, 1.4580560850859587))), 'pot yellow ball into middle_left pocket indirectly')
((('cue', (0.7605455294596503, 0.2160374083933502)), ('yellow', (0.3333384855432987, 1.0612251633513927)), ('blue', (0.4556717155293387, 0.511045277354127)), ('red', (0.6925714713484898, 0.6590909398729446))), 'pot yellow ball into middle_left pocket with a bank shot')
((('cue', (0.27476991217046065, 1.3796656243175496)), ('yellow', (0.2930823949258128, 1.2268578308696372)), ('blue', (0.6231317466991768, 0.9054714756137328)), ('red', (0.7773171129145293, 0.8790599038962302))), 'pot yellow ball into top_left pocket with a bank shot')
((('cue', (0.5885077595476735, 0.6004164563267071)), ('yellow', (0.5799873284140681, 0.48767727886245915)), ('red', (0.21064820706427226, 0.053350936123007106)), ('blue', (0.4860225979541919, 0.4286748627497172))), 'pot blue ball into top_right pocket with a bank shot')
((('cue', (0.8854540013090136, 0.8226162304267862)), ('blue', (0.6590942646079511, 0.5842182159377104)), ('red', (0.5556247351446215, 1.6622399493401416)), ('yellow', (0.12393530231466203, 1.8064418544942429))), 'pot red ball into bottom_right pocket indirectly')
((('cue', (0.9247598000180327, 0.7279913668408182)), ('red', (0.5781653055975653, 0.5382247896625478)), ('yellow', (0.2802864975995345, 1.444790636806005)), ('blue', (0.5708573619471223, 0.049895273576639615))), 'pot red ball into top_right pocket indirectly')
((('cue', (0.2792763750822005, 0.13891102112134884)), ('red', (0.08158418026360173, 0.9113436086677419)), ('yellow', (0.6645777505268421, 0.3575685378347775)), ('blue', (0.37498847477689434, 0.7302569821220305))), 'pot blue ball into bottom_left pocket with a bank shot')
((('cue', (0.5197210129516411, 1.8887654379929546)), ('yellow', (0.539586513430717, 0.5056201502547815)), ('red', (0.30229047166312994, 0.23763608545433235)), ('blue', (0.26257914371800156, 0.08616959797569772))), 'pot yellow ball into top_right pocket with a bank shot')
((('cue', (0.44219356461062176, 1.6685407309787152)), ('red', (0.20974312064002917, 0.4412526679162365)), ('blue', (0.8987637876380514, 0.6338044744542856)), ('yellow', (0.487011107760981, 0.18034967278536618))), 'pot red ball into top_left pocket with a bank shot')
((('cue', (0.28895119852158585, 0.13590518623111086)), ('blue', (0.2774968234256264, 1.1477917864342753)), ('red', (0.3959392343203356, 1.8310986125397413)), ('yellow', (0.7454933066492556, 1.0249942296052619))), 'pot yellow ball into top_left pocket indirectly')
((('cue', (0.31793095550520867, 0.8115449531595287)), ('yellow', (0.7422215845666977, 0.6972305821749788)), ('blue', (0.2737532273484956, 1.295944949928779)), ('red', (0.3707131923489537, 0.27368012968929134))), 'pot yellow ball into top_left pocket indirectly')
((('cue', (0.2846964818620603, 1.629543361179975)), ('blue', (0.8118642859929862, 0.3269225516978822)), ('yellow', (0.8077323806091405, 0.22030590870497516)), ('red', (0.12016692598231428, 1.0655569954610613))), 'pot blue ball into bottom_right pocket with a bank shot')
((('cue', (0.5374288085813377, 0.1371204281666649)), ('yellow', (0.2904391933180557, 1.905324017748313)), ('blue', (0.8409777712206893, 1.4789360247624685)), ('red', (0.7969318862074664, 0.85721674658321))), 'pot yellow ball into top_right pocket indirectly')
((('cue', (0.7035736563370611, 0.5638447134606119)), ('yellow', (0.6095583542188353, 1.699281958387171)), ('blue', (0.8257247825826486, 1.1053348346990735)), ('red', (0.48464296764373604, 0.533454166918356))), 'pot blue ball into top_right pocket indirectly')
((('cue', (0.5430496790361368, 0.24917931637855473)), ('yellow', (0.49719087197514644, 1.4076848101832995)), ('blue', (0.823557226405264, 1.2242115836566079)), ('red', (0.6365733547393426, 1.6774239460022067))), 'pot yellow ball into top_right pocket directly')
((('cue', (0.6488367852583126, 0.32475736840280967)), ('red', (0.918500546700256, 1.7863288056700974)), ('blue', (0.24298430176375724, 1.6268803638241882)), ('yellow', (0.7099896674895998, 1.707786694318545))), 'pot yellow ball into top_left pocket indirectly')
((('cue', (0.7485128321791296, 1.0052020294455117)), ('red', (0.6405062573648012, 1.9032757874295319)), ('yellow', (0.266151733298857, 1.1611509043287433)), ('blue', (0.5058121781135905, 1.3893809605364509))), 'pot yellow ball into bottom_left pocket with a bank shot')
((('cue', (0.36100156973489717, 1.757772138422546)), ('red', (0.5936137256822861, 0.9389211277169058)), ('yellow', (0.16419668237483728, 1.545793363941555)), ('blue', (0.8066247646712176, 0.15809048898380867))), 'pot blue ball into top_left pocket with a bank shot')
((('cue', (0.23916571869564476, 1.2904603339294505)), ('yellow', (0.9141888316280133, 0.6791512115183205)), ('red', (0.4225025262925963, 0.2945997207094968)), ('blue', (0.21587646048211995, 0.8213579936715866))), 'pot yellow ball into middle_left pocket indirectly')
((('cue', (0.10106897410458049, 1.7795785078772517)), ('yellow', (0.9324434077537518, 0.35270942498062563)), ('red', (0.1386992602574345, 0.7549395649803877)), ('blue', (0.4312375639725431, 0.6822001468765669))), 'pot red ball into bottom_left pocket indirectly')
((('cue', (0.22758139864681734, 0.11835721787494721)), ('red', (0.20569802124888953, 0.58455024911582)), ('blue', (0.13080351340086532, 1.1069862636111125)), ('yellow', (0.08637974912116343, 0.47618805404077746))), 'pot red ball into bottom_left pocket indirectly')
((('cue', (0.7473163410170008, 1.2302695701675748)), ('red', (0.6040079646555444, 0.576684909492091)), ('yellow', (0.34955251814984145, 1.6421321409168306)), ('blue', (0.7162189813365194, 1.4145881471529218))), 'pot yellow ball into bottom_left pocket with a bank shot')
((('cue', (0.5491868994863772, 1.3933160817834938)), ('red', (0.5714799160507305, 0.09245191570564686)), ('blue', (0.81518371931091, 0.9935695425014315)), ('yellow', (0.5663138461195917, 1.7600973808136713))), 'pot yellow ball into bottom_left pocket indirectly')
((('cue', (0.12256658412571343, 1.4837610630812674)), ('yellow', (0.2403868794074591, 0.1656786054337127)), ('blue', (0.22979003942344706, 1.7944482374177844)), ('red', (0.7916071267934855, 1.7193785743785608))), 'pot yellow ball into middle_right pocket with a bank shot')
((('cue', (0.5773814521229643, 0.4713856175795771)), ('blue', (0.22560333009982428, 0.9689101919636216)), ('yellow', (0.26722026770709123, 0.4482173660186738)), ('red', (0.8229277385828607, 0.5673199426726925))), 'pot red ball into middle_right pocket directly')
((('cue', (0.2530649347648417, 0.8945674044347066)), ('red', (0.06988947300536553, 0.8312795469747569)), ('yellow', (0.578297944502792, 0.9959237305951716)), ('blue', (0.6375069039077174, 0.8165383119302717))), 'pot red ball into top_left pocket with a bank shot')
((('cue', (0.21430336348226225, 1.3112061472394632)), ('yellow', (0.3186002643098672, 0.9086054007308809)), ('red', (0.40561112529872023, 0.7768380052050109)), ('blue', (0.49439154626955706, 1.5080367151660428))), 'pot yellow ball into top_right pocket indirectly')
((('cue', (0.13066300726101476, 1.5502444664630084)), ('blue', (0.6971277587493049, 1.1476641247468629)), ('red', (0.8158017773605224, 0.36024163425201305)), ('yellow', (0.7974533744481309, 1.373980460192272))), 'pot yellow ball into bottom_right pocket directly')
((('cue', (0.4313056389684863, 0.07268480332525924)), ('red', (0.7243556401322828, 1.1334400610049566)), ('yellow', (0.7252048041068538, 1.496260733155941)), ('blue', (0.4991259476034152, 0.2870306750317396))), 'pot blue ball into bottom_left pocket indirectly')
((('cue', (0.5663997370064858, 0.10711392642492172)), ('red', (0.289178569392011, 1.7996805652372436)), ('blue', (0.28872092382890246, 1.0541341325969358)), ('yellow', (0.3726531802731158, 1.0075867037146762))), 'pot red ball into middle_left pocket with a bank shot')
((('cue', (0.8341367276398745, 0.45293838264230013)), ('blue', (0.4013874592128218, 1.287170337168852)), ('yellow', (0.4861366842579439, 0.6014970162482709)), ('red', (0.4014548462537576, 0.2125814340733873))), 'pot yellow ball into middle_left pocket directly')
((('cue', (0.28869662946419283, 1.6176140881922714)), ('red', (0.5212506656129826, 0.7294953864034386)), ('yellow', (0.5918357616659313, 1.0601244639944247)), ('blue', (0.8240166511761732, 0.6458691825357016))), 'pot yellow ball into bottom_right pocket indirectly')
((('cue', (0.9366303939638312, 0.9785047877445132)), ('yellow', (0.3311370775640107, 1.0408850685698878)), ('blue', (0.8300413942014848, 0.38159398626548124)), ('red', (0.11673944384031248, 0.30182928532163145))), 'pot yellow ball into bottom_right pocket indirectly')
((('cue', (0.5803095924841404, 0.2976533874553675)), ('yellow', (0.10785654345411025, 0.29085923278377435)), ('blue', (0.641552666783322, 0.7341488186690648)), ('red', (0.11035052294787627, 1.7258072427134112))), 'pot yellow ball into top_left pocket with a bank shot')
((('cue', (0.9027274468490731, 1.8983133756040433)), ('red', (0.8317064901793959, 1.6929340289877304)), ('blue', (0.2991210941482756, 1.5254816310956578)), ('yellow', (0.3477524255226109, 0.30119860974086643))), 'pot red ball into bottom_left pocket with a bank shot')
((('cue', (0.8507728015339575, 0.7069876413935927)), ('red', (0.4093658371578448, 0.5716636286830773)), ('blue', (0.6033962691770516, 0.5213065363903624)), ('yellow', (0.644236024517846, 1.5955740225528803))), 'pot blue ball into top_right pocket with a bank shot')
((('cue', (0.3245379881422812, 0.2501233709250628)), ('yellow', (0.5567038213783178, 1.349752356060787)), ('red', (0.18130161495806235, 0.2602042566633048)), ('blue', (0.855854839363682, 1.2228487439094118))), 'pot yellow ball into bottom_right pocket with a bank shot')
((('cue', (0.13260842569769876, 1.320826079711715)), ('yellow', (0.4883485403031017, 1.8790288484034898)), ('blue', (0.129713226325008, 0.35850182964548893)), ('red', (0.07300907585230472, 1.4489412893662306))), 'pot red ball into bottom_left pocket with a bank shot')
((('cue', (0.9048783547879453, 1.7578839904655061)), ('blue', (0.13964273938531546, 1.1721754481686792)), ('red', (0.9107182598995104, 0.723077474731009)), ('yellow', (0.5676907925503208, 1.6306749406779624))), 'pot red ball into top_right pocket indirectly')
((('cue', (0.7511109957043917, 0.9644855107099903)), ('blue', (0.611162461113657, 0.3113607011841192)), ('red', (0.8253900077535101, 0.9398620165030575)), ('yellow', (0.4825200767372644, 0.8865196909463621))), 'pot blue ball into bottom_right pocket directly')
((('cue', (0.26505832716973965, 0.7217384721751325)), ('yellow', (0.3543461105816159, 0.6000960192902585)), ('blue', (0.23100847142001643, 0.8072150009659066)), ('red', (0.329726544015032, 1.2343818038691472))), 'pot blue ball into bottom_right pocket with a bank shot')
((('cue', (0.8691336626952861, 1.385515650035179)), ('yellow', (0.476766840578726, 0.4055814912281417)), ('blue', (0.9147602603143956, 0.7227656760070849)), ('red', (0.5665883563306252, 0.8645766422938331))), 'pot yellow ball into bottom_left pocket directly')
((('cue', (0.09320356491253412, 0.9792450060867149)), ('red', (0.4876454553694942, 0.8572578977560595)), ('blue', (0.1567532190612474, 1.5275566225111348)), ('yellow', (0.6770780018166567, 1.2998469652348634))), 'pot blue ball into middle_right pocket with a bank shot')
((('cue', (0.4845757083303044, 0.8554810887317696)), ('blue', (0.761793683259885, 0.29768917679207185)), ('yellow', (0.8219197006149288, 0.5492412212590196)), ('red', (0.24992738625498342, 1.726716321688536))), 'pot yellow ball into bottom_right pocket indirectly')
((('cue', (0.6199941376310171, 1.677865399517521)), ('yellow', (0.3354656487311999, 0.9281012562799897)), ('red', (0.8288157672131664, 1.8843459349973635)), ('blue', (0.92862203225549, 0.08970846383677408))), 'pot blue ball into middle_left pocket with a bank shot')
((('cue', (0.22457029735034179, 0.7964345966866587)), ('yellow', (0.4278730448902689, 1.1095388275004159)), ('blue', (0.6048130138943426, 0.18812468233914093)), ('red', (0.9360385844879003, 0.3991331619657221))), 'pot yellow ball into bottom_left pocket indirectly')
((('cue', (0.2830209597222365, 0.3135598753115987)), ('yellow', (0.7024763320903451, 1.4578186711782428)), ('blue', (0.3039609186523291, 1.135383653307624)), ('red', (0.5899947036688521, 0.44352050900038387))), 'pot red ball into bottom_left pocket with a bank shot')
((('cue', (0.756997473106615, 1.3871427996151624)), ('yellow', (0.6192011073418261, 1.4070061769101796)), ('blue', (0.9103506893887259, 0.09173344753249857)), ('red', (0.16372286556913523, 1.2566280253638369))), 'pot yellow ball into middle_left pocket directly')
((('cue', (0.28912312799930234, 0.7791875449916162)), ('red', (0.2249976719958823, 0.3301249761168411)), ('blue', (0.591963550769958, 1.035353424957956)), ('yellow', (0.08032353631080638, 0.378009142353529))), 'pot blue ball into middle_right pocket directly')
((('cue', (0.5552806284135604, 0.33626950619402685)), ('red', (0.05020252840436738, 1.1169226703476791)), ('yellow', (0.18782693357772334, 1.6129638195387699)), ('blue', (0.4263702071137432, 0.9224799738779349))), 'pot blue ball into top_right pocket with a bank shot')
((('cue', (0.9161592991045101, 1.638088751950854)), ('blue', (0.30686256010801616, 0.8399140246993969)), ('red', (0.714042468672334, 0.9116361827905336)), ('yellow', (0.4738200422228439, 0.9398486563698624))), 'pot blue ball into bottom_right pocket with a bank shot')
((('cue', (0.2600667340263104, 0.6814554808097923)), ('red', (0.39665446564563733, 0.9107554713579086)), ('blue', (0.7209128972628861, 0.9495873874652976)), ('yellow', (0.9318117252720193, 0.42974857096652885))), 'pot blue ball into top_left pocket indirectly')
((('cue', (0.5483158511810933, 0.08868626181077094)), ('red', (0.446206749565882, 1.1991541138882376)), ('blue', (0.07216742767669643, 1.5669569856248213)), ('yellow', (0.3340480214231242, 0.8909103977289974))), 'pot blue ball into top_left pocket with a bank shot')
((('cue', (0.6383465342923876, 1.124756532171079)), ('red', (0.5125300276571444, 0.09899698000597354)), ('blue', (0.7056307727859666, 0.12825222180170776)), ('yellow', (0.8769041088153193, 1.0202597644238696))), 'pot red ball into bottom_left pocket indirectly')
((('cue', (0.49765126630801526, 0.8469156520198777)), ('red', (0.7793138172012457, 0.5374686126915761)), ('blue', (0.7408680794000939, 0.1084160048806024)), ('yellow', (0.7199803931226391, 0.35099537848151285))), 'pot yellow ball into bottom_right pocket indirectly')
((('cue', (0.8914978933727332, 0.09543009451473769)), ('yellow', (0.2623848232197006, 1.3483429501030164)), ('red', (0.89879156444941, 1.3326918824312004)), ('blue', (0.09473013285777104, 0.21388610998902444))), 'pot blue ball into top_left pocket with a bank shot')
((('cue', (0.1802380216189472, 1.2885896493823916)), ('yellow', (0.8705206238128623, 1.6754303002440927)), ('red', (0.8509205765746612, 0.26239909770222875)), ('blue', (0.6214634391285077, 1.4732629328540794))), 'pot red ball into bottom_right pocket indirectly')
((('cue', (0.3942442852532716, 1.8865644691295291)), ('blue', (0.8800914478551748, 1.0671529172671919)), ('yellow', (0.09581717905238443, 0.6511182004486464)), ('red', (0.5515556606028049, 1.30616368291511))), 'pot red ball into bottom_right pocket with a bank shot')
((('cue', (0.12143654014759431, 1.0036076594742527)), ('blue', (0.21157501697477826, 0.09872525369116752)), ('red', (0.17538045599050145, 1.0559163650136891)), ('yellow', (0.14507584874336119, 1.3955413103189638))), 'pot yellow ball into bottom_right pocket with a bank shot')
((('cue', (0.6651460239870524, 1.3348430377984004)), ('blue', (0.2623010142839666, 0.23422363378487276)), ('red', (0.19320634960966804, 1.5959120851743864)), ('yellow', (0.5784149749754645, 0.11233004020346131))), 'pot yellow ball into middle_left pocket with a bank shot')
((('cue', (0.817797729488938, 0.6031042937129729)), ('yellow', (0.5399218671771261, 0.7993465051456561)), ('red', (0.21137983564455734, 1.9283293032457056)), ('blue', (0.9142913323481542, 1.915331292270156))), 'pot yellow ball into bottom_left pocket indirectly')
((('cue', (0.14288531261557108, 0.5921535509339128)), ('red', (0.14381792295835022, 1.524234527220885)), ('blue', (0.5105692064060053, 1.807332171920423)), ('yellow', (0.9358419922907552, 0.908589823857981))), 'pot yellow ball into bottom_left pocket indirectly')
((('cue', (0.1410699370190968, 1.9028581753026679)), ('red', (0.06325439193848473, 1.1209697481984646)), ('yellow', (0.26648759175715153, 0.967122061275742)), ('blue', (0.5259969681664477, 1.5445025864637578))), 'pot blue ball into top_right pocket with a bank shot')
((('cue', (0.7787291456255094, 1.7123581413051279)), ('yellow', (0.2645790165085531, 1.2982570333474415)), ('blue', (0.4515100666256241, 0.31800208591768386)), ('red', (0.10937756021795539, 1.7592473790183687))), 'pot blue ball into bottom_left pocket indirectly')
((('cue', (0.9323457854768249, 1.0360714995601674)), ('red', (0.7469531396412532, 0.7395360696927817)), ('yellow', (0.8752822756806188, 0.6182567820567416)), ('blue', (0.7981858648415747, 0.6194686858321299))), 'pot red ball into top_left pocket indirectly')
((('cue', (0.35725228741006787, 1.7572428537394003)), ('red', (0.5967032298513432, 0.5297102311122198)), ('blue', (0.26045122890456973, 1.1589183760167523)), ('yellow', (0.7339280973263124, 1.6707774981994368))), 'pot yellow ball into bottom_right pocket indirectly')
((('cue', (0.22234703554255067, 1.7882075086946176)), ('red', (0.14366821308590283, 0.4248366023296998)), ('yellow', (0.5786487492351088, 0.12335412156137908)), ('blue', (0.17412716086037006, 0.5561480962934949))), 'pot red ball into top_right pocket with a bank shot')
((('cue', (0.31435748309673683, 0.2603597235510018)), ('red', (0.07202161028756258, 1.523234839330835)), ('blue', (0.47164905635744436, 0.6641370389351937)), ('yellow', (0.3916764507818824, 1.2103665153140393))), 'pot blue ball into bottom_right pocket indirectly')
((('cue', (0.3911931210934131, 0.8829256730641246)), ('red', (0.7824534726603035, 0.9141320150677956)), ('blue', (0.0850367067482321, 1.8062135401863573)), ('yellow', (0.447934836683333, 0.541823053768776))), 'pot yellow ball into bottom_right pocket directly')
((('cue', (0.6459845220363425, 1.6605357416452462)), ('yellow', (0.833135667706529, 0.0639333613179894)), ('red', (0.4376818366169005, 1.3703889799280555)), ('blue', (0.3058287616871579, 1.1356325565789722))), 'pot red ball into top_left pocket with a bank shot')
((('cue', (0.5339722331290293, 1.3829868022443332)), ('yellow', (0.7523915812640803, 1.5097451014770311)), ('blue', (0.3673832044799711, 1.8773345251818745)), ('red', (0.22502351929575823, 1.5807551724474873))), 'pot red ball into bottom_right pocket indirectly')
((('cue', (0.6472131911902819, 0.7714931611214629)), ('blue', (0.2765388868114836, 1.6857120389666196)), ('red', (0.9036882679654361, 1.7429881390664381)), ('yellow', (0.8692680420865546, 0.6746487275139914))), 'pot yellow ball into top_left pocket indirectly')
((('cue', (0.05469778821958103, 0.37261776907549904)), ('red', (0.8631317834411014, 1.5945969071258976)), ('yellow', (0.915695239759614, 0.1451754550121338)), ('blue', (0.2172269037061327, 0.1716647010862225))), 'pot blue ball into bottom_left pocket indirectly')
((('cue', (0.14020930828471428, 0.3667385419988264)), ('yellow', (0.24792099077089066, 1.6127649637614918)), ('red', (0.2792212141241056, 1.8242163484166338)), ('blue', (0.4747840755852897, 0.7589970051609386))), 'pot yellow ball into top_left pocket with a bank shot')
((('cue', (0.5740368888742517, 0.49670882763987023)), ('red', (0.8718146284661843, 1.5468413289548308)), ('yellow', (0.225136899156545, 0.8402002818522484)), ('blue', (0.8701287757637349, 0.4368071254075735))), 'pot red ball into top_left pocket indirectly')
((('cue', (0.21169511743359645, 1.8967421037987742)), ('red', (0.21960634588172093, 0.7391148633230398)), ('yellow', (0.14197279222717854, 0.23151766950468614)), ('blue', (0.2207474741548838, 0.6226645079956138))), 'pot blue ball into bottom_left pocket indirectly')
((('cue', (0.07853425106215466, 1.5357610967306337)), ('yellow', (0.40105990601193064, 0.04515055690121194)), ('red', (0.8745206207326138, 0.5307880538306481)), ('blue', (0.9189552437370361, 0.693126450180625))), 'pot yellow ball into top_right pocket with a bank shot')
((('cue', (0.4076019435813213, 1.3581762520355973)), ('blue', (0.1377519813481879, 1.0677043893530211)), ('yellow', (0.17596289070490131, 1.218109963883104)), ('red', (0.8387701121931386, 0.5789551733472298))), 'pot yellow ball into middle_right pocket with a bank shot')
((('cue', (0.9273294004591365, 0.7690822633953028)), ('red', (0.9248249525900575, 1.3414211041531932)), ('yellow', (0.5219296828554226, 0.43946853389274376)), ('blue', (0.9295611268984564, 1.9046864457424386))), 'pot red ball into top_right pocket with a bank shot')
((('cue', (0.5872978922069229, 0.11579804596790637)), ('blue', (0.7808114985118623, 0.7587592576223126)), ('red', (0.6916742678435409, 0.31172979847969773)), ('yellow', (0.6541251760155237, 1.1398225281471233))), 'pot red ball into top_left pocket directly')
((('cue', (0.12877207656136436, 0.7725460733496148)), ('yellow', (0.446079501332323, 0.25294204721035507)), ('red', (0.0815866305166971, 1.033588570317084)), ('blue', (0.5094972939305958, 1.8068601158460238))), 'pot red ball into bottom_right pocket indirectly')
((('cue', (0.07165191212023075, 0.9228630912914553)), ('yellow', (0.5519111070897409, 0.69086365859565)), ('red', (0.876534317018786, 0.11095892543819708)), ('blue', (0.10979428719815078, 1.0667561920193958))), 'pot blue ball into bottom_left pocket indirectly')
((('cue', (0.9447138753890595, 0.6322558180699241)), ('yellow', (0.13057167635283823, 1.5939809025911182)), ('red', (0.5439310612731117, 0.8198379813913912)), ('blue', (0.28268770755421113, 1.058487530968619))), 'pot red ball into top_right pocket indirectly')
((('cue', (0.9105670593076375, 1.5715589612390075)), ('blue', (0.41044516191672464, 1.4749169029356155)), ('yellow', (0.7496355248124908, 1.7066564674555407)), ('red', (0.13900029386717153, 0.37499155372274406))), 'pot red ball into top_right pocket with a bank shot')
((('cue', (0.598627115084112, 0.3598891943298683)), ('blue', (0.5502349193246314, 1.6121694979422965)), ('yellow', (0.1184018081630798, 0.16110059175151864)), ('red', (0.6806725354745581, 1.1507665080295653))), 'pot blue ball into middle_left pocket with a bank shot')
((('cue', (0.865410677348972, 0.06210041411601917)), ('yellow', (0.14481389669314598, 0.310503685663602)), ('blue', (0.6775236321239575, 0.4453010595219695)), ('red', (0.06239576878578685, 1.247532717013815))), 'pot blue ball into top_left pocket directly')
((('cue', (0.7171266161604828, 1.063426252368712)), ('red', (0.9138713034103207, 1.8235991500684088)), ('blue', (0.9009965713576955, 0.3252405211292603)), ('yellow', (0.27395522105506004, 0.6985869330419562))), 'pot yellow ball into top_left pocket indirectly')
((('cue', (0.5960543543263237, 0.042991125934067474)), ('yellow', (0.9447438984759081, 0.3757032340568569)), ('red', (0.6520213867565842, 0.7121361650295086)), ('blue', (0.7770976077376122, 1.7852732101942723))), 'pot red ball into bottom_right pocket with a bank shot')
((('cue', (0.5791119454405143, 0.19379018558919633)), ('red', (0.35703323821982136, 0.7746650379643284)), ('blue', (0.460470264030859, 0.8646692959436248)), ('yellow', (0.4501291380168513, 1.4718302218162929))), 'pot blue ball into bottom_right pocket indirectly')
((('cue', (0.16703663688871803, 1.0287929955767627)), ('blue', (0.6060675927902728, 0.15428688361422144)), ('red', (0.39135422119829333, 1.1156230782398593)), ('yellow', (0.45049894408302504, 0.9117288226033283))), 'pot yellow ball into top_left pocket with a bank shot')
((('cue', (0.21941764930536498, 1.836771521006881)), ('yellow', (0.21748740628211838, 0.8803721831625491)), ('blue', (0.5726469944400321, 1.5079359157542482)), ('red', (0.2930287232159625, 1.238026296336418))), 'pot blue ball into middle_right pocket with a bank shot')
