(2045, ((('cue', (0.15629028943752063, 1.5133860269969597)), ('red', (0.7100226073337639, 1.4155459688536118)), ('blue', (0.48014680012785127, 0.7034229265211279)), ('yellow', (0.322401522946168, 1.2592854146315007))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 4 / 10 = 0.4
(12823, ((('cue', (0.44843450543504615, 1.5594717233053828)), ('red', (0.5873393420874019, 0.8695335648828528)), ('blue', (0.695662229170599, 0.22966719396046684)), ('yellow', (0.8702881127082239, 1.5690963146093868))), 'pot blue ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(651, ((('cue', (0.176644510039355, 0.10853868053807521)), ('blue', (0.9065727421497133, 0.21479664911308302)), ('red', (0.7278898478468595, 0.21906088812392685)), ('yellow', (0.777923678158347, 1.040469615480653))), 'pot red ball into middle_right pocket directly')), Success Rate: 0 / 10 = 0.0
(2391, ((('cue', (0.8260390587182544, 0.4851933698041111)), ('yellow', (0.8784689609995142, 0.8323970916510971)), ('blue', (0.11410066631415179, 0.6847323339299334)), ('red', (0.5754050888917983, 0.060938899170826996))), 'pot yellow ball into middle_right pocket directly')), Success Rate: 9 / 10 = 0.9
(4665, ((('cue', (0.9324486914236435, 0.7425721397246118)), ('yellow', (0.5635897827051993, 0.8309090227902081)), ('blue', (0.9099324367874552, 0.11228724784312394)), ('red', (0.6988623671077315, 0.18240988459152715))), 'pot red ball into top_right pocket indirectly')), Success Rate: 4 / 10 = 0.4
(9943, ((('cue', (0.6540039720422574, 1.2723123073697828)), ('yellow', (0.37758912911664666, 1.7165547370452983)), ('red', (0.843931407561387, 0.41122965564916003)), ('blue', (0.7890728332191722, 1.669700878892757))), 'pot yellow ball into top_left pocket indirectly')), Success Rate: 6 / 10 = 0.6
(2167, ((('cue', (0.5100504641801344, 1.8153528809777368)), ('red', (0.5806252158918827, 0.7325202646293207)), ('blue', (0.4336432660485311, 0.34589224879676717)), ('yellow', (0.8105818858427473, 1.637344561208343))), 'pot yellow ball into middle_right pocket directly')), Success Rate: 0 / 10 = 0.0
(4817, ((('cue', (0.5625628256645806, 0.26823886546344555)), ('blue', (0.397759752303135, 1.6849493715157555)), ('yellow', (0.46559326889390606, 0.5990691104114192)), ('red', (0.8973619101345477, 1.2405228835314446))), 'pot yellow ball into top_left pocket indirectly')), Success Rate: 5 / 10 = 0.5
(3491, ((('cue', (0.1764929731040627, 0.3292124404679787)), ('blue', (0.6600252573423855, 0.2458967411767394)), ('red', (0.8422098418732383, 1.8939639707246352)), ('yellow', (0.7678661892621907, 1.7063928620045208))), 'pot yellow ball into top_right pocket directly')), Success Rate: 9 / 10 = 0.9
(10417, ((('cue', (0.3946871871317107, 0.6964229254840916)), ('yellow', (0.6523532407837345, 0.3306029804775471)), ('red', (0.6060338371941091, 1.2490454324931486)), ('blue', (0.6762039846388624, 1.5815042051961758))), 'pot red ball into top_left pocket indirectly')), Success Rate: 2 / 10 = 0.2
(8616, ((('cue', (0.791914021528488, 1.2125889007172597)), ('yellow', (0.2335755822632162, 1.2569920677068656)), ('blue', (0.839601403610593, 1.6971071863934462)), ('red', (0.32840961383344647, 0.5585478326822558))), 'pot blue ball into bottom_left pocket indirectly')), Success Rate: 5 / 10 = 0.5
(5358, ((('cue', (0.9361061767395992, 0.5408692708736659)), ('blue', (0.7789922371759014, 1.759100872319582)), ('yellow', (0.2870145876013095, 1.6831240674650982)), ('red', (0.1579563949005603, 0.7501033807523942))), 'pot red ball into top_left pocket directly')), Success Rate: 0 / 10 = 0.0
(22, ((('cue', (0.0930889454788312, 1.7264684740748324)), ('yellow', (0.9689137466622799, 0.37996774204861195)), ('red', (0.22767044081666102, 0.4516640691138668)), ('blue', (0.30692218348994404, 1.2110633853588082))), 'pot red ball into bottom_left pocket directly')), Success Rate: 8 / 10 = 0.8
(12110, ((('cue', (0.8834582769287349, 0.2038873900110677)), ('yellow', (0.41261441851578895, 1.7884939353644653)), ('red', (0.2890409343829966, 0.3577280825186602)), ('blue', (0.934258852664676, 1.3664725896801322))), 'pot blue ball into bottom_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(2952, ((('cue', (0.7115445957420574, 0.3533043608889348)), ('red', (0.045222159026251, 1.8838046498562944)), ('blue', (0.804377391507909, 0.6748172529157626)), ('yellow', (0.45249525596056117, 0.529053665580054))), 'pot yellow ball into top_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(7137, ((('cue', (0.4734516928824669, 1.2219629857720349)), ('red', (0.3824654161543207, 0.8178249474558498)), ('blue', (0.8086025084857714, 0.30974460156569494)), ('yellow', (0.514568223573581, 0.9751487765875788))), 'pot blue ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(1207, ((('cue', (0.6947588712836482, 1.1718357922968972)), ('yellow', (0.6354942473177653, 0.35855218519172294)), ('red', (0.41240877409380794, 1.6196811609768704)), ('blue', (0.2068487278642987, 0.697410656291838))), 'pot blue ball into top_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(10083, ((('cue', (0.6965803992359331, 0.8130337606479128)), ('red', (0.0705584580541497, 1.5302946596215659)), ('blue', (0.5324394170746793, 1.806065370332114)), ('yellow', (0.16472886285014698, 0.5739998717906529))), 'pot red ball into top_left pocket directly')), Success Rate: 5 / 10 = 0.5
(5012, ((('cue', (0.847516040585358, 1.4264312631756841)), ('red', (0.7730972464747996, 0.3843462787506793)), ('blue', (0.4312132493268991, 1.0239244924704958)), ('yellow', (0.3391832789730128, 0.49193670813201185))), 'pot blue ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(3862, ((('cue', (0.878666624049891, 0.29195724458543015)), ('red', (0.11303403776386063, 0.19265999204884238)), ('yellow', (0.3463319494138112, 0.3839026982307706)), ('blue', (0.18213875659056106, 0.9409663137001028))), 'pot red ball into top_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(9139, ((('cue', (0.5845908402979371, 1.3632571421812456)), ('blue', (0.814717711731124, 0.9543143523933824)), ('yellow', (0.6769057504533597, 0.5616620570389514)), ('red', (0.07184413636847153, 1.0096538485827804))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(5772, ((('cue', (0.5789069712768942, 0.7112877173759774)), ('blue', (0.6571916808913421, 1.8048517055899551)), ('red', (0.29440389095905417, 1.4479802508580368)), ('yellow', (0.5112288083036481, 1.7456986467941227))), 'pot blue ball into top_right pocket indirectly')), Success Rate: 2 / 10 = 0.2
(1025, ((('cue', (0.7225502744403042, 0.3450078452433417)), ('yellow', (0.26783400314184663, 1.9250113149544057)), ('blue', (0.6237063728361314, 0.36357433842477427)), ('red', (0.4925726611685043, 0.23100405187145787))), 'pot red ball into top_right pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(7667, ((('cue', (0.9241401824470792, 0.8389088666355201)), ('red', (0.8382611430178338, 1.848268423985519)), ('blue', (0.5656066659421933, 0.10021432113590764)), ('yellow', (0.7119072405281784, 1.0117738936745495))), 'pot blue ball into top_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(12787, ((('cue', (0.7218983749984562, 1.6861712615866509)), ('yellow', (0.24933964335364467, 0.536119192344375)), ('red', (0.7394970396870802, 1.4848065759698659)), ('blue', (0.2851232282215196, 1.266356122446882))), 'pot blue ball into top_right pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(6394, ((('cue', (0.7025675484665734, 0.6547274251530076)), ('yellow', (0.30173634106456537, 0.11275288159088506)), ('red', (0.5772462019301086, 0.5667190532108326)), ('blue', (0.25709879744219183, 1.8633613022333781))), 'pot red ball into bottom_left pocket with a bank shot')), Success Rate: 6 / 10 = 0.6
(7493, ((('cue', (0.4201792646300275, 0.6444278743123522)), ('blue', (0.36099241920083935, 1.2885521715349908)), ('yellow', (0.6360580649332251, 0.8852642588202859)), ('red', (0.4541937593116261, 0.2868399826499276))), 'pot red ball into top_left pocket indirectly')), Success Rate: 1 / 10 = 0.1
(9748, ((('cue', (0.6273388173138479, 0.17548144354956724)), ('red', (0.7572804141234388, 0.8160396926503122)), ('yellow', (0.05529968579861359, 0.33752850627875586)), ('blue', (0.15507297518580893, 1.5723442886177996))), 'pot red ball into top_right pocket with a bank shot')), Success Rate: 4 / 10 = 0.4
(11670, ((('cue', (0.07953025900998034, 1.6231501945522941)), ('red', (0.26067283150525433, 0.11624604992512526)), ('blue', (0.5661481366217331, 1.2931943568420055)), ('yellow', (0.41297929873400996, 0.18539661797022738))), 'pot red ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(59, ((('cue', (0.17565711220608202, 1.8843473195339353)), ('blue', (0.16558742324055348, 0.6193382692572544)), ('red', (0.6231745524568363, 0.06271017150151051)), ('yellow', (0.8618318459668965, 0.2492364180536771))), 'pot yellow ball into bottom_left pocket indirectly')), Success Rate: 1 / 10 = 0.1
(7066, ((('cue', (0.14246396907584796, 0.9026177225560661)), ('red', (0.2570254370131379, 1.4583217020062031)), ('yellow', (0.2975873595422699, 0.5325535361341531)), ('blue', (0.12476392720370699, 0.31109179013665567))), 'pot blue ball into bottom_right pocket with a bank shot')), Success Rate: 3 / 10 = 0.3
(1701, ((('cue', (0.6267978644244252, 0.3472798677755847)), ('blue', (0.4789235095201506, 1.526054077608212)), ('red', (0.054270689122351494, 0.5541027712167789)), ('yellow', (0.8631198924409487, 0.19357585075384787))), 'pot red ball into bottom_right pocket indirectly')), Success Rate: 7 / 10 = 0.7
(8603, ((('cue', (0.4872168180503609, 1.1733280218458324)), ('yellow', (0.6670771107234076, 1.8204108845400508)), ('blue', (0.08292851215758679, 1.2042508918498025)), ('red', (0.2946632697826287, 0.7858955146219772))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(3074, ((('cue', (0.3290192374555947, 1.5708711367787842)), ('blue', (0.43163678506929914, 1.688868155373115)), ('yellow', (0.30276888373741573, 0.2383116712266806)), ('red', (0.875688796661672, 0.8948331415782116))), 'pot red ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(212, ((('cue', (0.12901622214877406, 0.8891296870031677)), ('yellow', (0.8630107258318709, 0.8887358831746994)), ('red', (0.8296518343492321, 0.27496802413575416)), ('blue', (0.07225211862748976, 0.9013101829973931))), 'pot yellow ball into top_right pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(150, ((('cue', (0.7752479920837834, 0.62750131243035)), ('red', (0.488560776304757, 0.9642513899281582)), ('blue', (0.36776383950080604, 0.8765759927131821)), ('yellow', (0.6627691801927863, 1.6613512443631318))), 'pot red ball into top_right pocket indirectly')), Success Rate: 6 / 10 = 0.6
(6816, ((('cue', (0.4325219424907395, 1.5998169102813118)), ('yellow', (0.5015238950012595, 1.6427063510295123)), ('red', (0.08052355289106874, 0.9481429743739561)), ('blue', (0.6891988169003304, 1.0636283011560885))), 'pot red ball into bottom_right pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(8960, ((('cue', (0.2110774581942373, 0.6939021467620489)), ('red', (0.1873977236829211, 1.9320566867483493)), ('yellow', (0.8444589803901832, 1.5170965780446788)), ('blue', (0.4043459527348059, 0.13547719470687397))), 'pot blue ball into bottom_right pocket directly')), Success Rate: 2 / 10 = 0.2
(1026, ((('cue', (0.6274234839755537, 1.2060711746569888)), ('yellow', (0.9322316292766465, 1.530057608431675)), ('red', (0.22503672428784624, 0.3944489281853847)), ('blue', (0.5122243709674643, 1.133277746812957))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(6618, ((('cue', (0.5672732761885837, 1.0186053158609296)), ('yellow', (0.5149454915729689, 0.9192989333579149)), ('blue', (0.6136914914792237, 1.2826551880826775)), ('red', (0.11735500284673835, 1.386125793658018))), 'pot yellow ball into bottom_left pocket indirectly')), Success Rate: 7 / 10 = 0.7
(1813, ((('cue', (0.9220666889039945, 0.7610557907485793)), ('yellow', (0.2913915222505047, 0.07677008430958393)), ('blue', (0.8243447686735367, 1.679423761457354)), ('red', (0.503802083645916, 1.216899034242397))), 'pot blue ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(789, ((('cue', (0.9182184159919268, 0.5828724136831359)), ('blue', (0.5158851863467367, 0.7076978748331803)), ('red', (0.6344320321865226, 1.3484463055359561)), ('yellow', (0.7599336011777907, 0.21976328047959115))), 'pot blue ball into top_left pocket directly')), Success Rate: 0 / 10 = 0.0
(5322, ((('cue', (0.7440819458078947, 1.1354049508125685)), ('yellow', (0.5415636241096804, 0.7497292837875926)), ('blue', (0.10513324602955819, 0.4897359824747546)), ('red', (0.9431019604414406, 0.39631334926765227))), 'pot yellow ball into bottom_right pocket indirectly')), Success Rate: 3 / 10 = 0.3
(9383, ((('cue', (0.11638227481464508, 1.6268112157622125)), ('red', (0.6288556051051752, 0.5252315610707525)), ('blue', (0.7789773634645344, 0.9449219427698046)), ('yellow', (0.6789084528796904, 0.62921218600751))), 'pot blue ball into bottom_right pocket directly')), Success Rate: 3 / 10 = 0.3
(11922, ((('cue', (0.8334454070595227, 1.850348835978776)), ('yellow', (0.9269196935892761, 0.6231300454971566)), ('red', (0.3493790013642636, 0.2658783500445723)), ('blue', (0.15883951447964376, 1.262163172971358))), 'pot blue ball into middle_right pocket indirectly')), Success Rate: 7 / 10 = 0.7
(6859, ((('cue', (0.04564285104184256, 0.5406335810053362)), ('blue', (0.4349175218123942, 1.2060155969945991)), ('yellow', (0.4486655451067594, 1.9016293792254106)), ('red', (0.4059959462900854, 0.4254136289791336))), 'pot yellow ball into top_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(8771, ((('cue', (0.19588604996763218, 1.021614466397278)), ('blue', (0.7469035250286935, 1.2517829841870627)), ('red', (0.4542138580128775, 1.3549117581347836)), ('yellow', (0.7081640581664352, 1.0281421084315103))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(12716, ((('cue', (0.7344576023969182, 1.7331980717060882)), ('red', (0.4164355191784641, 1.5678120753561846)), ('blue', (0.8362745681896004, 0.5458325558479731)), ('yellow', (0.8492434267244744, 1.6623151644802603))), 'pot blue ball into bottom_right pocket with a bank shot')), Success Rate: 5 / 10 = 0.5
(9331, ((('cue', (0.29135045333841586, 0.9833758359905566)), ('yellow', (0.6068301464548269, 0.06576335545711112)), ('blue', (0.22033876976141342, 0.4579652582827939)), ('red', (0.9442880871126136, 0.5324114150693211))), 'pot yellow ball into bottom_right pocket directly')), Success Rate: 0 / 10 = 0.0
(2852, ((('cue', (0.1346340842622762, 0.5229461867458747)), ('blue', (0.5435066512185025, 1.9376170214015285)), ('red', (0.4592501188185222, 0.7575341151318281)), ('yellow', (0.9099318375967798, 0.22599613633600213))), 'pot yellow ball into top_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(7912, ((('cue', (0.5445441237527777, 0.6013321404706073)), ('yellow', (0.8848749393378572, 1.5767635979539234)), ('blue', (0.39491519498315786, 0.8419622679401632)), ('red', (0.6747274423078818, 1.5176678369129073))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(2286, ((('cue', (0.7492656489500761, 1.2631991996429175)), ('red', (0.4245846649500551, 0.0664342480459028)), ('yellow', (0.9298320010322991, 1.5296830740712442)), ('blue', (0.4593197755281122, 0.9365871932183917))), 'pot red ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(6804, ((('cue', (0.330692477623838, 1.2626838494207215)), ('red', (0.771684220464734, 0.5016622648377721)), ('yellow', (0.8016085802589329, 1.1152690589756624)), ('blue', (0.45985157801711674, 0.37095702537482167))), 'pot yellow ball into bottom_right pocket directly')), Success Rate: 0 / 10 = 0.0
(12927, ((('cue', (0.5365505962387775, 0.05533648283812196)), ('blue', (0.07596643510570933, 0.14982729336057315)), ('yellow', (0.8913430206677576, 0.14591551357339919)), ('red', (0.4094319604745097, 1.7937296171239763))), 'pot yellow ball into middle_left pocket indirectly')), Success Rate: 8 / 10 = 0.8
(6048, ((('cue', (0.9252799635104962, 1.891320567044776)), ('red', (0.19307209314712748, 0.932186224093263)), ('yellow', (0.5134537885963245, 1.8810413418608245)), ('blue', (0.3023471152838616, 0.9754361189896139))), 'pot yellow ball into middle_right pocket indirectly')), Success Rate: 7 / 10 = 0.7
(6217, ((('cue', (0.3222357727419891, 0.4634263945409193)), ('yellow', (0.49056614164821855, 1.672979823208355)), ('red', (0.2490979539616442, 0.049212548846614655)), ('blue', (0.10624729146025175, 1.4186859202157664))), 'pot yellow ball into top_left pocket directly')), Success Rate: 3 / 10 = 0.3
(9013, ((('cue', (0.536754302849493, 0.07963879637560323)), ('yellow', (0.801828371087198, 1.0500152523893118)), ('red', (0.5266286057822164, 1.228851212679795)), ('blue', (0.18873507700847944, 0.3681281088119198))), 'pot yellow ball into top_right pocket directly')), Success Rate: 3 / 10 = 0.3
(6349, ((('cue', (0.7409074523049937, 1.175873013080669)), ('yellow', (0.7224683260873267, 1.7723228461366016)), ('red', (0.32869049023714036, 0.4840707931630256)), ('blue', (0.15336026032754557, 0.9836766813566851))), 'pot red ball into top_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(9021, ((('cue', (0.46155080818604266, 1.2087837078813246)), ('blue', (0.5039164384224137, 1.2995149575571832)), ('red', (0.16804380370921332, 0.717121663803872)), ('yellow', (0.7586707926402216, 0.6316182702410645))), 'pot blue ball into top_right pocket with a bank shot')), Success Rate: 3 / 10 = 0.3
(8547, ((('cue', (0.418375253770474, 0.8589564808498157)), ('yellow', (0.3763455235784082, 0.5117111608781133)), ('blue', (0.6229441789307921, 1.774974704868297)), ('red', (0.7284713153693727, 0.4145746503232405))), 'pot red ball into middle_left pocket with a bank shot')), Success Rate: 4 / 10 = 0.4
(7341, ((('cue', (0.2937194619881456, 1.554555276523436)), ('blue', (0.4587082590574577, 0.5500413384361044)), ('red', (0.3270179206197076, 1.470569710373572)), ('yellow', (0.4459251879392361, 0.9664647367749707))), 'pot blue ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(3022, ((('cue', (0.6660351210597582, 0.10821166032264844)), ('yellow', (0.20177098912518432, 0.8531169509631935)), ('red', (0.26486452684829137, 1.8219553435191536)), ('blue', (0.3492604526246311, 1.7920710440613936))), 'pot red ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(4525, ((('cue', (0.44898134526888467, 1.314760622818134)), ('yellow', (0.5171321014822357, 0.58990408095738)), ('blue', (0.9131747411942472, 1.3645245144074283)), ('red', (0.6638164504294373, 1.3963644868575935))), 'pot yellow ball into bottom_left pocket directly')), Success Rate: 9 / 10 = 0.9
(10508, ((('cue', (0.8691271244756995, 0.4282779246862852)), ('red', (0.3414510292057583, 1.351497222677883)), ('blue', (0.3130167718027981, 1.114396869611462)), ('yellow', (0.8716625820636171, 0.7168410589892678))), 'pot yellow ball into top_right pocket directly')), Success Rate: 3 / 10 = 0.3
(3449, ((('cue', (0.6736025432987216, 0.4426022964896711)), ('blue', (0.49180954597719406, 0.10794371079286294)), ('yellow', (0.21900479264595935, 1.3164590302624277)), ('red', (0.5650751506071212, 0.9509158010504091))), 'pot yellow ball into top_left pocket indirectly')), Success Rate: 8 / 10 = 0.8
(1014, ((('cue', (0.9429099543115157, 1.9378425322981323)), ('red', (0.44606021863003353, 0.4139469332802791)), ('yellow', (0.07886436174520466, 0.25453419451354764)), ('blue', (0.3271691663433852, 1.3696644260855573))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(1028, ((('cue', (0.20108341442630795, 1.8696850615911333)), ('red', (0.4856848047641683, 1.8310445644669295)), ('yellow', (0.38313883642946267, 1.2288698518523387)), ('blue', (0.7093213947409175, 0.5377369496716398))), 'pot blue ball into top_left pocket indirectly')), Success Rate: 3 / 10 = 0.3
(6321, ((('cue', (0.5053111622620508, 0.21992646947577288)), ('blue', (0.47820978622857424, 1.0717409384824703)), ('yellow', (0.3797400267169997, 1.1901112711210353)), ('red', (0.5795101430336519, 0.3004976639754149))), 'pot yellow ball into top_right pocket indirectly')), Success Rate: 3 / 10 = 0.3
(5933, ((('cue', (0.4911428860935343, 1.168408051083897)), ('red', (0.3414612971705633, 1.8092190532113295)), ('yellow', (0.5113425937318826, 0.7926425927692462)), ('blue', (0.687508357879024, 1.4571467457157266))), 'pot red ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(5189, ((('cue', (0.8003568571384941, 1.6160182574132442)), ('blue', (0.6903012575697774, 1.2520334681430871)), ('red', (0.4654274538827996, 1.5074361760255235)), ('yellow', (0.23252430190833637, 0.7809296762082147))), 'pot yellow ball into bottom_right pocket indirectly')), Success Rate: 3 / 10 = 0.3
(12452, ((('cue', (0.20606633085229237, 0.27451314545531713)), ('blue', (0.12928526920843394, 1.20580918154783)), ('red', (0.3049766990021108, 1.367654032029875)), ('yellow', (0.6174078270390482, 0.0577097422748635))), 'pot red ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(12768, ((('cue', (0.3504315528589661, 1.2934717324144942)), ('blue', (0.4866486910879354, 0.10381915056324738)), ('red', (0.9295347125419344, 1.7145520660182865)), ('yellow', (0.42101247267218567, 0.976081831879927))), 'pot red ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(7171, ((('cue', (0.15454542429311507, 1.773724768234731)), ('red', (0.7760782492461951, 0.23469935783713078)), ('yellow', (0.8660276663478964, 0.8522086685045767)), ('blue', (0.2750486448742865, 1.32626948996605))), 'pot yellow ball into bottom_right pocket directly')), Success Rate: 6 / 10 = 0.6
(12529, ((('cue', (0.39766853398916746, 1.0905922595458042)), ('blue', (0.32366191898902275, 1.6448441337957682)), ('red', (0.2669914234040625, 0.7778021296223232)), ('yellow', (0.33415142934631015, 1.2431411661514957))), 'pot blue ball into top_right pocket with a bank shot')), Success Rate: 6 / 10 = 0.6
(9177, ((('cue', (0.6238302376606709, 0.09665705241303019)), ('blue', (0.15310430607178954, 0.25070754675776685)), ('red', (0.7978096782407575, 1.7264164123459886)), ('yellow', (0.6118342129046614, 0.9902107848988755))), 'pot red ball into bottom_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(12013, ((('cue', (0.9263133924429883, 0.47021094397410323)), ('yellow', (0.9040417959267595, 1.7721183572656483)), ('blue', (0.3182653993830118, 1.1261444880712588)), ('red', (0.4779000045336169, 0.40616792117013))), 'pot yellow ball into top_right pocket with a bank shot')), Success Rate: 10 / 10 = 1.0
(1400, ((('cue', (0.42274450798601926, 0.5287082985537923)), ('blue', (0.8526678971491595, 0.3191559489121951)), ('yellow', (0.854466573655644, 0.4652474472446193)), ('red', (0.4288655629783614, 1.2569598498554424))), 'pot yellow ball into top_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(6218, ((('cue', (0.13928429968807093, 0.9445367725644512)), ('blue', (0.6339484121272398, 0.9151561359024452)), ('red', (0.865043446167835, 1.8817167642200812)), ('yellow', (0.8889278348379581, 0.9895514171400231))), 'pot blue ball into top_left pocket indirectly')), Success Rate: 3 / 10 = 0.3
(7705, ((('cue', (0.7960312993854648, 0.8116064399524637)), ('yellow', (0.3163799960915761, 0.5472355346367702)), ('blue', (0.6002892011298397, 0.9564896870045018)), ('red', (0.19097999340278662, 1.5145574250278873))), 'pot red ball into middle_right pocket indirectly')), Success Rate: 1 / 10 = 0.1
(6568, ((('cue', (0.660646245890768, 0.8147707615813995)), ('blue', (0.15741124464179834, 1.4136245942011125)), ('red', (0.3154673973582335, 0.7191218445489728)), ('yellow', (0.6126583810273625, 1.8118786439019683))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(2651, ((('cue', (0.3060235571559504, 0.6418674718403241)), ('red', (0.13548531035810674, 0.7879048532972204)), ('yellow', (0.9147726691742698, 1.354012187809992)), ('blue', (0.3548886040740229, 0.958136307716984))), 'pot blue ball into top_left pocket directly')), Success Rate: 8 / 10 = 0.8
(2495, ((('cue', (0.17743410562196474, 0.6480616592714573)), ('blue', (0.6494329576456683, 0.9823507340525869)), ('red', (0.18775576484402118, 0.4863190716131782)), ('yellow', (0.1331080982514305, 0.5470272103700216))), 'pot blue ball into top_right pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(9209, ((('cue', (0.4998439137861227, 1.787135901921879)), ('blue', (0.6572846701220276, 0.29361614695673555)), ('yellow', (0.6186449230583497, 1.436683428772026)), ('red', (0.6077319725900885, 0.41373723620873815))), 'pot blue ball into top_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(4362, ((('cue', (0.2239601634918062, 1.5449271126035165)), ('red', (0.22702062922528332, 0.6709951684148698)), ('yellow', (0.8619415460184138, 1.5408829957842483)), ('blue', (0.6376451609520463, 1.2329830955766807))), 'pot yellow ball into top_left pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(1101, ((('cue', (0.25498638050694045, 1.8994366999216685)), ('red', (0.14636887698782225, 1.085708633217198)), ('yellow', (0.3002600665915023, 0.856624185642332)), ('blue', (0.44975185303220866, 1.4130658910530962))), 'pot red ball into top_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(9251, ((('cue', (0.6167015411805499, 1.147261588903607)), ('blue', (0.08251751148205086, 1.5424575203087436)), ('yellow', (0.7713947000566751, 1.52196705396278)), ('red', (0.8564844427442011, 0.5922294783370275))), 'pot red ball into bottom_left pocket indirectly')), Success Rate: 5 / 10 = 0.5
(8703, ((('cue', (0.43054865305782186, 0.06113701705619887)), ('red', (0.4562776040678932, 0.2664680017346175)), ('yellow', (0.12449985315054228, 1.731533983847632)), ('blue', (0.16031524391448276, 1.8034833826243346))), 'pot blue ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(858, ((('cue', (0.6597435631524379, 1.1339987070868782)), ('red', (0.8366514168293928, 1.8468851558724118)), ('yellow', (0.323920480214658, 0.917036779305282)), ('blue', (0.1187170838621236, 1.8507084057887424))), 'pot yellow ball into bottom_left pocket indirectly')), Success Rate: 5 / 10 = 0.5
(155, ((('cue', (0.5316899519682811, 1.6015470968729044)), ('yellow', (0.7567545148505884, 0.23534321663890892)), ('red', (0.0884515027197747, 1.6803769735224037)), ('blue', (0.5045750782715669, 1.063771864949978))), 'pot yellow ball into bottom_right pocket indirectly')), Success Rate: 8 / 10 = 0.8
(1817, ((('cue', (0.14438080292636568, 0.08780719499398316)), ('blue', (0.16853891992767694, 0.6378690106430456)), ('red', (0.5361776715317125, 0.8673158115261185)), ('yellow', (0.6704696352292886, 0.054417280297195225))), 'pot blue ball into top_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(6002, ((('cue', (0.7326903788087166, 0.19250755330439714)), ('red', (0.8052831647350039, 1.4261928842203568)), ('blue', (0.29257109158145284, 1.1253466857839396)), ('yellow', (0.059393432277141944, 1.7721784849123483))), 'pot blue ball into bottom_right pocket indirectly')), Success Rate: 1 / 10 = 0.1
(9511, ((('cue', (0.38934144129064874, 0.7287819295177616)), ('blue', (0.9132775528810816, 0.47216781202366565)), ('yellow', (0.8983553574799564, 1.5624507003918808)), ('red', (0.23721244484174375, 1.3661488753826394))), 'pot red ball into top_left pocket indirectly')), Success Rate: 5 / 10 = 0.5
(9040, ((('cue', (0.42760406413272944, 1.0882897914437437)), ('blue', (0.8284885465996407, 1.47268125164962)), ('red', (0.7483438618379861, 1.9086894749926928)), ('yellow', (0.12408995486747658, 1.247870378899497))), 'pot blue ball into bottom_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
