(12517, ((('cue', (0.42341723804622844, 1.6467973038347226)), ('blue', (0.5945423787537737, 1.2873853619345628)), ('yellow', (0.7444210487653565, 0.48212063936219884)), ('red', (0.09132448343103261, 0.7484127350981361))), 'pot blue ball into bottom_left pocket with a bank shot')), Success: True
(6495, ((('cue', (0.2724907630022455, 0.5902399341266206)), ('red', (0.8407192680356296, 0.5014324920999117)), ('blue', (0.6575188533647115, 0.5402943601331988)), ('yellow', (0.2365384707258847, 1.4597362532930214))), 'pot blue ball into middle_right pocket with a bank shot')), Success: True
(1567, ((('cue', (0.8869336547037957, 0.17417037362502397)), ('yellow', (0.20941812165789636, 1.1657360713275875)), ('red', (0.6778426735085972, 0.562805587599502)), ('blue', (0.4921177481057718, 1.6643947535151402))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success: False
(4945, ((('cue', (0.6810356715963674, 0.31111375004240416)), ('red', (0.3565818128971756, 0.9679891324332297)), ('blue', (0.5799162850793043, 0.18971170597348244)), ('yellow', (0.2872269477058491, 0.07286014652189184))), 'pot yellow ball into bottom_right pocket indirectly')), Success: False
(7054, ((('cue', (0.48910891418629476, 0.5290725223214031)), ('red', (0.6632522459527502, 0.31991493834913787)), ('yellow', (0.5923743880458635, 0.22366058932404187)), ('blue', (0.5509032197037375, 1.7717317040126597))), 'pot blue ball into bottom_left pocket with a bank shot')), Success: False
(7528, ((('cue', (0.8334758601074139, 1.4346058695595911)), ('red', (0.7027203983383604, 0.7051628157299862)), ('yellow', (0.8695166026399177, 0.12454360241039253)), ('blue', (0.5002932518602071, 1.7291233555987753))), 'pot yellow ball into top_left pocket with a bank shot')), Success: False
(9933, ((('cue', (0.08913757302983696, 0.8526935077227273)), ('blue', (0.756253690909447, 1.4634879052346872)), ('red', (0.13895646373906523, 0.43008892271062404)), ('yellow', (0.512804275143108, 1.676373610581989))), 'pot blue ball into top_right pocket directly')), Success: True
(2066, ((('cue', (0.6994537065932442, 1.1208357167630416)), ('yellow', (0.19475031703850698, 0.6929029123857132)), ('red', (0.24502823352025405, 1.5620414467640515)), ('blue', (0.14409970186015497, 0.11235280359970069))), 'pot red ball into bottom_left pocket indirectly')), Success: False
(10363, ((('cue', (0.30642836858553013, 0.8858747042714017)), ('blue', (0.0954212333579171, 0.3954952681879681)), ('red', (0.9025361245095668, 0.8818864085697327)), ('yellow', (0.9141289824607723, 0.5338776923639141))), 'pot red ball into bottom_right pocket indirectly')), Success: False
(5049, ((('cue', (0.2018259190811374, 1.852882538836597)), ('blue', (0.48720088082145063, 1.7548699203000648)), ('red', (0.8150517162750665, 0.530111544672999)), ('yellow', (0.270885555135761, 1.5996878023904921))), 'pot yellow ball into middle_right pocket directly')), Success: True
(7427, ((('cue', (0.07758758878685085, 0.31168022501026893)), ('blue', (0.8262443250832482, 0.8428028087697327)), ('red', (0.6712503534618565, 0.19155170872047259)), ('yellow', (0.1893014449802865, 0.7678487768242181))), 'pot red ball into bottom_left pocket with a bank shot')), Success: True
(5934, ((('cue', (0.5541981429794702, 0.42425206574362995)), ('red', (0.4810534390140113, 0.43247250376983537)), ('yellow', (0.5990765163673274, 0.7713466674151311)), ('blue', (0.8349637299829251, 0.9898813550305))), 'pot blue ball into top_right pocket directly')), Success: True
(5999, ((('cue', (0.27566686205345536, 0.957772751269585)), ('yellow', (0.13897471070272857, 1.8750082188382524)), ('blue', (0.8159302269469842, 1.4707490037483346)), ('red', (0.5574755573311495, 0.4083712611443292))), 'pot yellow ball into top_right pocket with a bank shot')), Success: False
(10029, ((('cue', (0.8484272862587425, 1.5022743199239847)), ('red', (0.06201250054172591, 0.13592391955227662)), ('blue', (0.5671756186074703, 0.7044854958302791)), ('yellow', (0.9001243678589917, 0.4587701073779644))), 'pot blue ball into top_left pocket indirectly')), Success: True
(4877, ((('cue', (0.11985109751254912, 1.3051889230724194)), ('blue', (0.337714562306512, 1.7809937196547283)), ('red', (0.4505476155164698, 0.7210352773993014)), ('yellow', (0.7128951563538619, 0.3264692450181812))), 'pot red ball into middle_left pocket with a bank shot')), Success: True
(9907, ((('cue', (0.6890749121443116, 1.8959764468207259)), ('red', (0.6468388990145926, 0.32379178242500295)), ('yellow', (0.22311128796528024, 1.5281582281903034)), ('blue', (0.5816124504669249, 0.49312245461028326))), 'pot red ball into middle_left pocket with a bank shot')), Success: False
(7568, ((('cue', (0.4650000792222295, 1.005116537651976)), ('yellow', (0.583479431439574, 1.238606903428016)), ('blue', (0.4886884947134672, 0.8411913802081417)), ('red', (0.4674277072004812, 0.702567496247375))), 'pot yellow ball into top_left pocket directly')), Success: True
(4278, ((('cue', (0.33515250427200327, 0.4041658831623456)), ('blue', (0.18824142293158186, 0.9318020087172363)), ('red', (0.8947631644551822, 1.000215836702297)), ('yellow', (0.07492615785123588, 0.6751877863598341))), 'pot blue ball into bottom_right pocket indirectly')), Success: True
(11485, ((('cue', (0.3871024393817024, 1.7297008305643395)), ('red', (0.7064495431690594, 1.2131476823403438)), ('yellow', (0.5800693874869307, 0.3888110555054848)), ('blue', (0.3286717820468754, 1.6770768380415886))), 'pot yellow ball into middle_left pocket with a bank shot')), Success: False
(10650, ((('cue', (0.8713508195455426, 1.7747849515903658)), ('yellow', (0.7135633074493533, 1.5838970358403284)), ('red', (0.39808643221186557, 1.1115016245507963)), ('blue', (0.1325991409301719, 0.9030669479910516))), 'pot blue ball into middle_left pocket with a bank shot')), Success: True
(6505, ((('cue', (0.3032145400764392, 1.4572931176192099)), ('blue', (0.291341299346617, 1.0333736400289228)), ('red', (0.47822729352913573, 1.257681145651806)), ('yellow', (0.16757872657056944, 1.4522290275283578))), 'pot blue ball into middle_left pocket with a bank shot')), Success: True
(10245, ((('cue', (0.7903355040536796, 0.4167786859353365)), ('red', (0.26520042846110337, 1.924576096034268)), ('blue', (0.4995878533560314, 1.103970976653667)), ('yellow', (0.04528603845786087, 0.49845924876902203))), 'pot red ball into top_right pocket with a bank shot')), Success: False
(860, ((('cue', (0.9154716444431675, 0.822382085359867)), ('red', (0.08779921611777242, 1.5940076635140066)), ('yellow', (0.2382150448057566, 0.8426272852692978)), ('blue', (0.4728281596300036, 0.058437836968534974))), 'pot yellow ball into top_left pocket with a bank shot')), Success: False
(11746, ((('cue', (0.11167578176441466, 0.1642212867980836)), ('blue', (0.8277667680326629, 1.9102262377729422)), ('red', (0.25278693045429, 0.2660648300398177)), ('yellow', (0.4248501335490823, 0.6816070355411955))), 'pot red ball into top_left pocket indirectly')), Success: True
(831, ((('cue', (0.23174887888878937, 0.33191127666454723)), ('yellow', (0.0983077446387215, 1.2685107939105733)), ('blue', (0.8517739726865452, 1.348907766373763)), ('red', (0.5341130757591774, 0.05287891784073877))), 'pot blue ball into bottom_right pocket indirectly')), Success: False
(5094, ((('cue', (0.5922353519659074, 1.1487571501178822)), ('red', (0.9460505821806119, 0.4576036942310543)), ('yellow', (0.8211354097539537, 1.0199837164807544)), ('blue', (0.6833484950448875, 1.75685414319152))), 'pot red ball into bottom_right pocket indirectly')), Success: True
(11595, ((('cue', (0.656784169335161, 1.8467283178384524)), ('red', (0.9360664925509654, 1.3573077858621128)), ('blue', (0.30739581827666507, 1.1339977076365857)), ('yellow', (0.5914394874378782, 0.14789814334043955))), 'pot blue ball into bottom_left pocket indirectly')), Success: True
(9866, ((('cue', (0.7177800174647677, 0.5625373744020005)), ('blue', (0.8074722439805028, 0.999208238745968)), ('yellow', (0.5658128385852732, 1.7148384411546767)), ('red', (0.6390691400166427, 0.5904881197561115))), 'pot yellow ball into top_right pocket directly')), Success: True
(1748, ((('cue', (0.21679524840597603, 1.4553891283469544)), ('blue', (0.5601001472751983, 0.18421828041648367)), ('yellow', (0.3276769530817314, 0.10586221465659076)), ('red', (0.566521816143073, 0.9503804402226446))), 'pot blue ball into bottom_right pocket directly')), Success: True
(11817, ((('cue', (0.8529519674177454, 1.859500954386726)), ('blue', (0.8928300162557523, 0.06978676255453792)), ('red', (0.3276415590838666, 0.49891150745146295)), ('yellow', (0.5275536698456346, 0.5729759969742286))), 'pot red ball into top_left pocket indirectly')), Success: True
(6333, ((('cue', (0.07706361051514021, 1.541363585929446)), ('blue', (0.1500600733710964, 1.255500650187576)), ('red', (0.5442021646093451, 0.0928390967763213)), ('yellow', (0.13365240668336598, 1.8824480475301502))), 'pot red ball into bottom_left pocket with a bank shot')), Success: True
(428, ((('cue', (0.10442222192684458, 0.4914752315671791)), ('blue', (0.7366130003669826, 0.8229701971397875)), ('red', (0.44810903747484776, 1.2331196495727468)), ('yellow', (0.5968949594022255, 0.8708064098063204))), 'pot yellow ball into bottom_right pocket indirectly')), Success: False
(8211, ((('cue', (0.45064900137074515, 0.7602184313618987)), ('red', (0.8715915677559326, 0.9817757761565772)), ('blue', (0.5373304651549836, 0.9327058598456307)), ('yellow', (0.16707351883417737, 0.12161022083293771))), 'pot blue ball into bottom_right pocket with a bank shot')), Success: True
(5366, ((('cue', (0.6438962057048212, 1.3203461641896816)), ('red', (0.6384405845572019, 1.0549810390672438)), ('blue', (0.908630227498138, 1.050776887237079)), ('yellow', (0.35863080443995876, 0.383263512614746))), 'pot yellow ball into bottom_left pocket indirectly')), Success: True
(4183, ((('cue', (0.19421542452236748, 0.3878693870023543)), ('blue', (0.7332317513300443, 1.3049668015743947)), ('red', (0.6119812831895597, 0.48983851677613366)), ('yellow', (0.11247516038020204, 1.7605660346647989))), 'pot blue ball into middle_right pocket with a bank shot')), Success: True
(4931, ((('cue', (0.860126425183834, 0.6049259184821986)), ('red', (0.7492665930169055, 1.6611273710573349)), ('yellow', (0.596141726501287, 1.330340818309961)), ('blue', (0.5342339664276234, 1.8759447558930529))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success: False
(1026, ((('cue', (0.6274234839755537, 1.2060711746569888)), ('yellow', (0.9322316292766465, 1.530057608431675)), ('red', (0.22503672428784624, 0.3944489281853847)), ('blue', (0.5122243709674643, 1.133277746812957))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success: False
(1208, ((('cue', (0.2845586790419472, 0.48784853021975916)), ('blue', (0.10491030282266503, 1.0913630749747238)), ('red', (0.06864375821867535, 1.3352472671859492)), ('yellow', (0.4014588852595051, 0.3089032178308351))), 'pot red ball into top_right pocket indirectly')), Success: False
(1423, ((('cue', (0.1660317485108071, 0.5700422245887572)), ('red', (0.9355731513997193, 1.7092280304419314)), ('blue', (0.34198422197660516, 0.2944345862697937)), ('yellow', (0.5493431497368486, 1.054175613401537))), 'pot yellow ball into bottom_right pocket indirectly')), Success: True
(4386, ((('cue', (0.05276823211342049, 0.5793783171910755)), ('yellow', (0.5834994740235298, 1.743869876931671)), ('red', (0.9282472680966634, 1.6657241389883133)), ('blue', (0.7030570222194177, 0.6507183105519925))), 'pot yellow ball into top_left pocket with a bank shot')), Success: True
(9371, ((('cue', (0.9275104842279266, 1.4997764688906512)), ('yellow', (0.5151529495827407, 0.8627215011762384)), ('red', (0.7060342934562803, 1.3121783446860413)), ('blue', (0.04738865429674727, 0.1095643176937724))), 'pot yellow ball into middle_left pocket directly')), Success: True
(9176, ((('cue', (0.49723042434696707, 1.2719518465447377)), ('red', (0.08952152901789381, 0.8317754365287123)), ('yellow', (0.733396446384503, 0.7551186922594748)), ('blue', (0.4372744995985798, 0.3020010053028228))), 'pot blue ball into top_right pocket indirectly')), Success: False
(9209, ((('cue', (0.4998439137861227, 1.787135901921879)), ('blue', (0.6572846701220276, 0.29361614695673555)), ('yellow', (0.6186449230583497, 1.436683428772026)), ('red', (0.6077319725900885, 0.41373723620873815))), 'pot blue ball into top_left pocket with a bank shot')), Success: False
(4352, ((('cue', (0.3257280289561364, 0.07386621408003373)), ('blue', (0.18575518902213314, 0.3739376672122694)), ('red', (0.47440880207206493, 0.9194882384201132)), ('yellow', (0.6858083974575364, 1.0254268702312481))), 'pot yellow ball into top_right pocket with a bank shot')), Success: True
(4322, ((('cue', (0.1524964744444241, 0.3614845621913527)), ('blue', (0.48760338679603343, 0.44522601342294554)), ('yellow', (0.8379746690954573, 1.704101268863982)), ('red', (0.9192672436706888, 0.8387793606308886))), 'pot red ball into bottom_left pocket with a bank shot')), Success: False
(3683, ((('cue', (0.7134443885052719, 1.7950114255055083)), ('yellow', (0.2371872110336489, 0.9277437552950614)), ('red', (0.5631971015827769, 0.6515440905665807)), ('blue', (0.12256631650590262, 0.06708656359736787))), 'pot blue ball into middle_right pocket with a bank shot')), Success: False
(4473, ((('cue', (0.10782695817207334, 1.5877488739696548)), ('yellow', (0.6785684159065328, 1.609115183801885)), ('blue', (0.9008964756312273, 1.7726156739452241)), ('red', (0.22469988043779776, 0.5545946830404123))), 'pot yellow ball into middle_left pocket indirectly')), Success: True
(4477, ((('cue', (0.30077469976278504, 1.403984773693849)), ('blue', (0.6477787031105352, 1.1693612508333888)), ('yellow', (0.2462235073766329, 0.7162144020939011)), ('red', (0.8969308720896644, 0.8853032502389182))), 'pot blue ball into bottom_right pocket indirectly')), Success: True
(12581, ((('cue', (0.36036355488434646, 0.5031519214811868)), ('red', (0.6889889170257887, 1.8029602789192491)), ('yellow', (0.3389230702600299, 1.4665328834365488)), ('blue', (0.43101409405503344, 1.1510996361829053))), 'pot blue ball into top_right pocket with a bank shot')), Success: True
(9714, ((('cue', (0.6351275358074499, 1.4282645921518846)), ('yellow', (0.2870917075226185, 0.420890639708979)), ('blue', (0.7717833851772804, 1.1394399401139095)), ('red', (0.8542827437066804, 0.6825556417133168))), 'pot blue ball into bottom_left pocket indirectly')), Success: True
(11275, ((('cue', (0.29477377893753187, 0.5203199073531657)), ('red', (0.41577467583824745, 0.8767279685720595)), ('blue', (0.9020216496436346, 0.5798139330877782)), ('yellow', (0.5364697947571537, 0.6191819141066638))), 'pot yellow ball into bottom_left pocket indirectly')), Success: True
(8338, ((('cue', (0.7787291456255094, 1.7123581413051279)), ('yellow', (0.2645790165085531, 1.2982570333474415)), ('blue', (0.4515100666256241, 0.31800208591768386)), ('red', (0.10937756021795539, 1.7592473790183687))), 'pot blue ball into bottom_left pocket indirectly')), Success: True
(398, ((('cue', (0.5694781732035376, 1.7879074675223348)), ('blue', (0.05484805890761843, 0.3409801108199423)), ('red', (0.23405727950563332, 1.5887105063086897)), ('yellow', (0.5179250172294944, 1.630951008357043))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success: True
(10916, ((('cue', (0.48518369710624687, 1.5214963597543705)), ('yellow', (0.5603042472217796, 1.6440574462649493)), ('blue', (0.32786569175695046, 0.5309141680524156)), ('red', (0.2593870105921475, 1.1339959363477448))), 'pot blue ball into bottom_right pocket with a bank shot')), Success: True
(10204, ((('cue', (0.46768231942917904, 0.14344880579867433)), ('red', (0.6186458926452892, 0.47095835391990315)), ('yellow', (0.7024132719576858, 1.2854276396910838)), ('blue', (0.07794339205412557, 0.3054116253817438))), 'pot blue ball into bottom_right pocket with a bank shot')), Success: False
(12118, ((('cue', (0.3403729277266794, 1.453888788789004)), ('blue', (0.7748140795808581, 1.1683207909908726)), ('yellow', (0.1070637146144841, 1.7735708854568388)), ('red', (0.3127014710232854, 0.5716528599341462))), 'pot blue ball into top_left pocket indirectly')), Success: False
(4664, ((('cue', (0.5186957474804682, 1.339273825032955)), ('yellow', (0.8230759494247459, 1.6629946566002236)), ('red', (0.604036794435495, 0.874847171724854)), ('blue', (0.6940712541459721, 1.8206151172401208))), 'pot yellow ball into top_right pocket directly')), Success: True
(1152, ((('cue', (0.8522560887444437, 0.27312207649537856)), ('blue', (0.8842743175175335, 1.9071588143019893)), ('yellow', (0.5268727806816031, 0.7942191816948069)), ('red', (0.3807237943540476, 1.7007889753270446))), 'pot red ball into top_left pocket directly')), Success: True
(10459, ((('cue', (0.8587123226102596, 0.7112938442797814)), ('blue', (0.04931642242136463, 0.3210999844727569)), ('yellow', (0.555599422283735, 0.8149639487907293)), ('red', (0.13172110199005788, 0.20377870831919842))), 'pot yellow ball into middle_left pocket with a bank shot')), Success: True
(13025, ((('cue', (0.5968628853414638, 0.23270281261719672)), ('yellow', (0.47603849733830705, 0.5760158733314957)), ('red', (0.9431763673683766, 1.3749505865793772)), ('blue', (0.3380325740261325, 1.7800939799150475))), 'pot red ball into top_left pocket indirectly')), Success: False
(8242, ((('cue', (0.8687088227096836, 1.3116507884165793)), ('blue', (0.2739637337464278, 1.0599018699162241)), ('red', (0.5732081872707827, 1.8362675385955054)), ('yellow', (0.8894822133615208, 0.3720666387138001))), 'pot red ball into bottom_right pocket with a bank shot')), Success: False
(3585, ((('cue', (0.842167041994338, 1.6208607436582652)), ('blue', (0.651419436135037, 0.9511713547985539)), ('red', (0.19618720733048878, 1.650046316977258)), ('yellow', (0.2765538475385789, 0.18754983016910995))), 'pot red ball into top_left pocket indirectly')), Success: True
(3686, ((('cue', (0.8477669396660253, 1.4873853150074074)), ('blue', (0.743354264725584, 1.4614999045803243)), ('red', (0.4594762932080215, 1.311694232166422)), ('yellow', (0.4889621545596575, 0.16595110530631674))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success: True
(1001, ((('cue', (0.561032587096544, 0.46761150876105195)), ('blue', (0.7780537425162006, 0.5111379815370676)), ('yellow', (0.4028075549396899, 1.4131017497713847)), ('red', (0.783981376279562, 0.746936840314424))), 'pot red ball into top_right pocket directly')), Success: True
(6125, ((('cue', (0.07382651828430624, 0.9545981053891387)), ('yellow', (0.7755122092173273, 1.785119564364034)), ('blue', (0.7533084220865285, 1.0029861736626264)), ('red', (0.6450615036875897, 0.7419925437905018))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success: True
(12676, ((('cue', (0.688399646092487, 1.6699687911816312)), ('yellow', (0.7904893836692334, 1.456065697603289)), ('blue', (0.8525119399611204, 1.014811090419994)), ('red', (0.8350923580618905, 1.7925357481386595))), 'pot blue ball into top_left pocket with a bank shot')), Success: True
(3353, ((('cue', (0.7086356989943868, 0.4982542732869951)), ('red', (0.8798426984520387, 0.8859060911442872)), ('yellow', (0.3294966837795965, 1.005101590399527)), ('blue', (0.1922191246728761, 0.24249157712595376))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success: False
(6270, ((('cue', (0.6486009250296482, 0.5003012719916602)), ('blue', (0.4302960788003495, 0.11814756737866228)), ('red', (0.5670576475153355, 0.35384693954944124)), ('yellow', (0.28506393990432477, 1.419909678992929))), 'pot red ball into bottom_right pocket with a bank shot')), Success: True
(1503, ((('cue', (0.3990187090192312, 0.08451297048369626)), ('yellow', (0.8851908319289783, 0.6828754435565683)), ('blue', (0.5218233343884043, 0.5064561950912455)), ('red', (0.8134542541684932, 0.25341480543104344))), 'pot red ball into top_left pocket indirectly')), Success: True
(10907, ((('cue', (0.8963384884448609, 0.6813668331203042)), ('blue', (0.14675284770018218, 1.0135076862865111)), ('red', (0.7097046244174517, 0.691817638457389)), ('yellow', (0.4502976885587353, 1.459483153263195))), 'pot yellow ball into top_left pocket directly')), Success: True
(6430, ((('cue', (0.7751562373651252, 0.39138399509215127)), ('red', (0.5206074070304283, 0.65245643589546)), ('yellow', (0.6342764113134947, 1.7927991182411498)), ('blue', (0.6412938165811285, 1.0679945134078137))), 'pot red ball into bottom_left pocket indirectly')), Success: True
(4331, ((('cue', (0.8765072351150381, 1.3283133059792975)), ('red', (0.7237721361380421, 1.0598360645200602)), ('blue', (0.28782399658341845, 0.2922661882296275)), ('yellow', (0.8063388091410763, 0.6202376097976019))), 'pot blue ball into middle_left pocket with a bank shot')), Success: False
(11905, ((('cue', (0.2133422653853969, 0.8018533809055801)), ('red', (0.5340779985419541, 0.51015233092033)), ('yellow', (0.1948482982480271, 1.1606053650167274)), ('blue', (0.4505194457950602, 0.12706883178510758))), 'pot yellow ball into bottom_left pocket indirectly')), Success: True
(7126, ((('cue', (0.17666515790289924, 1.0164125758926166)), ('blue', (0.6742537500396938, 0.9853753087234863)), ('yellow', (0.4084652192865166, 1.5748115298992065)), ('red', (0.3254215651274367, 0.5647464934420589))), 'pot yellow ball into top_right pocket with a bank shot')), Success: True
(8835, ((('cue', (0.933594902363936, 0.13953719232229556)), ('red', (0.864434004503344, 0.3042451184342224)), ('yellow', (0.15804223251584087, 1.0377136025835159)), ('blue', (0.23834340311740534, 1.2958952969771445))), 'pot red ball into middle_right pocket directly')), Success: False
(4724, ((('cue', (0.6459817800947862, 0.811467251840437)), ('red', (0.880344686067145, 1.073846143724471)), ('yellow', (0.049773790026448675, 1.317131546002105)), ('blue', (0.2327401026325803, 1.8569644773354768))), 'pot yellow ball into bottom_right pocket indirectly')), Success: False
(11775, ((('cue', (0.47630007164963095, 1.1853704395480824)), ('red', (0.9407132683002433, 1.3359099986567566)), ('yellow', (0.3145398331599978, 1.1500951243016115)), ('blue', (0.721699894631744, 1.792715126429252))), 'pot blue ball into bottom_left pocket indirectly')), Success: True
(9302, ((('cue', (0.6324420477071396, 0.7908690963887508)), ('yellow', (0.6343490419387848, 1.6607223650206882)), ('blue', (0.39982491478718996, 1.1486068881727003)), ('red', (0.24063406177104216, 1.2979736777792739))), 'pot blue ball into bottom_right pocket with a bank shot')), Success: True
(7451, ((('cue', (0.5595620697656832, 1.7470838016160541)), ('blue', (0.7202615836292753, 1.498791810690254)), ('red', (0.503414831347832, 0.10997976114964442)), ('yellow', (0.6686066611157746, 1.3611158384183593))), 'pot red ball into middle_right pocket with a bank shot')), Success: False
(1692, ((('cue', (0.3610730167343372, 0.15890838835120044)), ('red', (0.5594911587153951, 1.7997487263285408)), ('yellow', (0.5203738381241091, 0.141921977007941)), ('blue', (0.33683532638328983, 1.162568401653941))), 'pot blue ball into bottom_right pocket indirectly')), Success: False
(9708, ((('cue', (0.7507028271200601, 1.779084075855087)), ('blue', (0.3785291724645816, 1.5017608593121488)), ('red', (0.10079851461245422, 0.34611048778234244)), ('yellow', (0.3754370923478083, 0.49347498838620607))), 'pot blue ball into top_right pocket indirectly')), Success: True
(2377, ((('cue', (0.11630769565505164, 0.21650839723607573)), ('red', (0.34099514557003074, 1.651755282842703)), ('yellow', (0.054451691900005844, 1.1149409931543577)), ('blue', (0.6449493486510667, 0.5010772314751477))), 'pot blue ball into top_right pocket indirectly')), Success: True
(12229, ((('cue', (0.6102502306217927, 0.49132294830168155)), ('red', (0.1835746608542055, 0.7090557551762934)), ('blue', (0.11258407095417995, 1.6340302306886094)), ('yellow', (0.12697063365204148, 1.9333656550671445))), 'pot blue ball into top_right pocket indirectly')), Success: False
(1492, ((('cue', (0.8124735897214812, 0.9826081320939108)), ('yellow', (0.0730634997529616, 0.4557400163020179)), ('blue', (0.34216803904891846, 1.4737877224816502)), ('red', (0.678553839452453, 0.5296432483973653))), 'pot blue ball into bottom_left pocket indirectly')), Success: False
(12082, ((('cue', (0.2661185743548804, 1.66687906949953)), ('blue', (0.5487248760392047, 0.42007652015692)), ('yellow', (0.714019305453385, 1.9211298375246875)), ('red', (0.44736692426752955, 1.519885585307073))), 'pot red ball into bottom_right pocket indirectly')), Success: True
(3081, ((('cue', (0.7351165268318961, 1.8297864583699044)), ('blue', (0.8518553681881045, 1.4789496718348953)), ('red', (0.6923617576203615, 1.4798846750689478)), ('yellow', (0.9266293454284328, 0.11964917484453624))), 'pot red ball into middle_left pocket directly')), Success: True
(12711, ((('cue', (0.503217567276586, 0.4957873439484053)), ('blue', (0.07122096622731552, 0.5312400673661459)), ('red', (0.6133686014790686, 1.602638892265107)), ('yellow', (0.09409582335530017, 1.6142168548681723))), 'pot yellow ball into top_right pocket indirectly')), Success: False
(3532, ((('cue', (0.5625786375093313, 0.6842486840838683)), ('yellow', (0.6723197263813021, 0.9107917055466292)), ('red', (0.9352724091671203, 0.9402946455563019)), ('blue', (0.08148522311897272, 1.7226477017137527))), 'pot red ball into top_right pocket indirectly')), Success: False
(8812, ((('cue', (0.1546565305578858, 0.06947885693269011)), ('blue', (0.8958686418194419, 1.1344435005849363)), ('red', (0.8361163627984385, 1.6849092658661249)), ('yellow', (0.9155100776359872, 0.48189830785647336))), 'pot blue ball into top_left pocket indirectly')), Success: True
(10216, ((('cue', (0.2459495681495801, 0.7751407256889299)), ('red', (0.2934636059043414, 0.6571803438902265)), ('blue', (0.07781117071849758, 0.7003261055595159)), ('yellow', (0.6057793590561116, 1.769208986707556))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success: True
(2873, ((('cue', (0.2730194477073469, 1.366568349435316)), ('red', (0.713013605950763, 1.1067441657664467)), ('yellow', (0.2912418951017398, 1.5327437613297588)), ('blue', (0.20965066316689734, 1.812827030048257))), 'pot yellow ball into middle_right pocket with a bank shot')), Success: True
(7907, ((('cue', (0.6590468339477628, 1.516399101237359)), ('red', (0.8028430600756787, 1.6392002222406639)), ('yellow', (0.9011302152303514, 1.6849905235640201)), ('blue', (0.27684835873201163, 0.6576106791926655))), 'pot red ball into top_right pocket indirectly')), Success: True
(5501, ((('cue', (0.8511194173864883, 0.7194097947671858)), ('red', (0.3820385901550539, 1.4522585932552299)), ('blue', (0.4706884728785913, 0.7067690861844168)), ('yellow', (0.17622308231256908, 0.9896940061170204))), 'pot yellow ball into middle_right pocket with a bank shot')), Success: True
(9596, ((('cue', (0.6524842521079866, 1.9239242554451292)), ('yellow', (0.9402059244059714, 1.6537819390934112)), ('blue', (0.24086285172400862, 0.9007741331071475)), ('red', (0.695281345597485, 1.4657609668379181))), 'pot yellow ball into top_right pocket indirectly')), Success: False
(5814, ((('cue', (0.8272191878795911, 1.0186557272839671)), ('yellow', (0.21479756304514305, 1.1831166480320112)), ('blue', (0.08393980993260475, 1.6507666238880518)), ('red', (0.1228441004151054, 0.8808390415286175))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success: False
(4318, ((('cue', (0.6540039720422574, 1.2723123073697828)), ('yellow', (0.37758912911664666, 1.7165547370452983)), ('red', (0.843931407561387, 0.41122965564916003)), ('blue', (0.7890728332191722, 1.669700878892757))), 'pot yellow ball into middle_left pocket with a bank shot')), Success: True
(1039, ((('cue', (0.6757378475182756, 1.3699862617334233)), ('blue', (0.10050227596817245, 1.762665275593853)), ('red', (0.5355887186283464, 0.17050981028358517)), ('yellow', (0.45401849196820565, 0.39302726233825447))), 'pot blue ball into bottom_right pocket indirectly')), Success: False
(11802, ((('cue', (0.48988512704244036, 1.9195364120402718)), ('yellow', (0.2284656747467321, 0.12384682156532771)), ('red', (0.3170330021631953, 0.3223335515912319)), ('blue', (0.1775390087359326, 1.0991039994909846))), 'pot yellow ball into bottom_left pocket indirectly')), Success: False
(81, ((('cue', (0.11026907371672087, 0.6229872275235888)), ('blue', (0.7166266338864266, 1.5133646322774412)), ('yellow', (0.14767768806487677, 0.3513949924947942)), ('red', (0.9310007281996177, 1.397067445062539))), 'pot red ball into top_right pocket indirectly')), Success: True
(4143, ((('cue', (0.5705438094583903, 0.6394240345233354)), ('red', (0.8850648098909308, 0.6489243055332551)), ('blue', (0.9063081941650823, 1.7706452312141938)), ('yellow', (0.8849774659642209, 1.461300041164325))), 'pot blue ball into bottom_left pocket indirectly')), Success: False
(4103, ((('cue', (0.8030390442363571, 0.9525511842539784)), ('blue', (0.7939393809095846, 1.6416194984589378)), ('yellow', (0.9399690183176198, 0.8606622907931697)), ('red', (0.17821910107694844, 1.3243965799342223))), 'pot yellow ball into bottom_right pocket indirectly')), Success: True
(8208, ((('cue', (0.27575974362460226, 0.960149661025962)), ('blue', (0.4502696871568339, 1.0685268734600524)), ('yellow', (0.3815145361349056, 1.035507545584008)), ('red', (0.14831987817703549, 1.4207185219116751))), 'pot blue ball into middle_left pocket with a bank shot')), Success: False
(1181, ((('cue', (0.7018363513500807, 0.6174476483288555)), ('yellow', (0.8348438825317277, 1.615291427961647)), ('red', (0.47925067425905543, 0.6005257640588717)), ('blue', (0.10874739304720166, 0.4564296332043336))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success: False
