(('cue ball', (0.607227924427877, 0.3639508342770152)), ('purple', (0.7466241744812925, 1.7356740293138002)), ('blue', (0.12957429539285503, 0.9657499888490775)))
(('cue ball', (0.8460041419960499, 0.7624516200690482)), ('blue', (0.3646604503468062, 0.9444357816211463)), ('red', (0.6314309858953694, 1.9348960265850936)))
(('cue ball', (0.8359657894380076, 1.2466593234762746)), ('red', (0.8654868909713374, 1.5502998691408418)), ('blue', (0.5945540268946736, 1.9408578163189825)))
(('cue ball', (0.7417484915711754, 1.356557671957768)), ('orange', (0.9320052939311565, 0.9766514792703663)), ('yellow', (0.318713559779294, 1.665143838329142)))
(('cue ball', (0.368545067874959, 0.9429976867168857)), ('black', (0.5963939866969445, 0.12710039703245457)), ('purple', (0.6477452087603549, 1.8785586293916998)))
(('cue ball', (0.9148998652734569, 0.9824421747153191)), ('purple', (0.7574387429454478, 0.9467689686596574)), ('orange', (0.9351277867699294, 0.6834146212478232)))
(('cue ball', (0.6837197596159542, 0.5931267493342525)), ('red', (0.2816278565809249, 0.23932295923568808)), ('black', (0.9491353884504525, 0.359702606078192)))
(('cue ball', (0.34751131069179686, 1.5974082934148925)), ('black', (0.7891380254869104, 0.4866558101044787)), ('orange', (0.361752308749389, 0.4226527795722876)))
(('cue ball', (0.7911511046521406, 0.20057108898362458)), ('maroon', (0.5362604941115421, 0.519390815302401)), ('blue', (0.09757039116003298, 1.2714049375291903)))
(('cue ball', (0.3787949178186473, 1.865027870974934)), ('black', (0.09813032551374726, 0.43023231759680125)), ('purple', (0.7686571445659248, 0.49811607561525395)))
(('cue ball', (0.14235676495694002, 1.2755924137518986)), ('blue', (0.8306446577041262, 0.20777487713705095)), ('maroon', (0.19095059723737215, 0.8180446864267534)))
(('cue ball', (0.9203218258952698, 0.47710786984784603)), ('orange', (0.138005157078589, 0.7794933489820445)), ('red', (0.8073531120718553, 1.11293248073337)))
(('cue ball', (0.9415786590661182, 1.6376594891617406)), ('yellow', (0.08941561804552017, 0.31752119957016406)), ('black', (0.6756054199684417, 0.05447783484549991)))
(('cue ball', (0.9508764574006415, 1.893869785616465)), ('orange', (0.44224417673656913, 1.347582056941565)), ('blue', (0.6948210179718496, 1.5654245792324233)))
(('cue ball', (0.31180721084575813, 0.9986233017755183)), ('red', (0.7250334851831386, 1.3340247392973295)), ('black', (0.5892256570299038, 0.1087971751824722)))
(('cue ball', (0.7085311427309399, 1.2086185646315533)), ('purple', (0.9297712948378528, 1.501897192967483)), ('maroon', (0.23390190265681085, 0.4704145372627164)))
(('cue ball', (0.19284756834299752, 1.5561964408727822)), ('purple', (0.8264969803597813, 0.6364600438275219)), ('green', (0.6156538388661799, 1.432928913438261)))
(('cue ball', (0.0978374633379175, 1.833985735466541)), ('maroon', (0.685720472417218, 1.7841785880584538)), ('green', (0.7348310112002362, 0.25655504288520864)))
(('cue ball', (0.17905155127021158, 1.8245904225367027)), ('green', (0.8269359427231138, 1.2526907397092564)), ('purple', (0.4621983809768978, 0.9582668102783776)))
(('cue ball', (0.9222165577318162, 0.5256380678541235)), ('black', (0.7830172345315624, 0.8859693572536819)), ('purple', (0.19901596821159986, 0.15617424605792965)))
(('cue ball', (0.16229104532134225, 1.4488532604580382)), ('blue', (0.6976270200302163, 0.6139861073973905)), ('black', (0.7785927699402553, 1.4184930058740706)))
(('cue ball', (0.538683381658859, 0.2557109651806705)), ('yellow', (0.8429458001866342, 0.376717952611639)), ('black', (0.5380554500256655, 1.78364351041378)))
(('cue ball', (0.5644754436874203, 1.141805179190125)), ('purple', (0.44327758340863244, 0.10391611468773906)), ('orange', (0.3652523611199291, 1.7952089180864903)))
(('cue ball', (0.9009277063931537, 1.7611272511530174)), ('purple', (0.5877036376454017, 1.826727323145848)), ('red', (0.16419087673051247, 1.711709653935737)))
(('cue ball', (0.2313490637559599, 1.7739830904976952)), ('orange', (0.03091721369330039, 1.7709742589120137)), ('red', (0.20256265247343183, 1.1392439069167681)))
(('cue ball', (0.182032301601872, 1.4483458627003243)), ('blue', (0.1493736383136026, 1.0800645238689144)), ('orange', (0.7051991503058826, 1.7191336837805782)))
(('cue ball', (0.6205924026583064, 1.847735582798368)), ('blue', (0.10969592638482971, 1.2137112183458492)), ('orange', (0.7702952623774383, 0.9499600093965562)))
(('cue ball', (0.3605578275380701, 1.0530068429194632)), ('red', (0.3783901513795606, 1.719006855363373)), ('green', (0.2227496838897368, 0.8713481782961875)))
(('cue ball', (0.8283446166974833, 0.43702014262333605)), ('red', (0.1005602783878751, 1.7772788020489314)), ('yellow', (0.9002850175458554, 1.6768853809263062)))
(('cue ball', (0.4601769390901133, 1.1240671741214554)), ('yellow', (0.36449037470509843, 1.5825582905341367)), ('black', (0.2831058558181087, 1.736282868194428)))
(('cue ball', (0.6126205240032147, 1.516441060206285)), ('orange', (0.3633421736726948, 1.314324756978095)), ('yellow', (0.5233846372732672, 0.9488797672257654)))
(('cue ball', (0.39045791792608814, 0.6827215676707123)), ('maroon', (0.6790188175194084, 0.3347051189202866)), ('green', (0.528025759945237, 1.1909621026608845)))
(('cue ball', (0.07216141174215258, 1.9231282062833934)), ('orange', (0.09682777609309874, 0.11949943381721928)), ('maroon', (0.8873370560077111, 1.0865838600340296)))
(('cue ball', (0.6385043454737255, 1.060290713434419)), ('purple', (0.9015615018135069, 1.276297977142746)), ('red', (0.8724857839200267, 0.14305906281283914)))
(('cue ball', (0.9104267778636242, 1.3835236555079717)), ('purple', (0.48530471313662166, 0.7356629514050582)), ('maroon', (0.3622303184104849, 1.1140438361067264)))
(('cue ball', (0.1406835210758152, 1.7950952772390312)), ('red', (0.5292147339435999, 1.1124601148353568)), ('yellow', (0.619210142744835, 1.3140239803131537)))
(('cue ball', (0.37082069129718315, 0.106180797894291)), ('red', (0.8712938241100464, 0.18905944070044406)), ('maroon', (0.520344018180942, 1.705516027805808)))
(('cue ball', (0.6783774132943566, 0.286332042550519)), ('yellow', (0.1593412767611123, 1.1030929326553676)), ('green', (0.22198948885302303, 0.48538681264401184)))
(('cue ball', (0.8842696502854349, 0.06094400546711186)), ('orange', (0.6191088036832267, 1.3379484352768318)), ('black', (0.43214325976425927, 1.643164106043308)))
(('cue ball', (0.5409758638631642, 0.7801246056212918)), ('yellow', (0.7158563480561678, 0.5436922129514091)), ('red', (0.809315161614801, 1.377347811677892)))
(('cue ball', (0.7000552091700113, 1.2693993300292472)), ('black', (0.2961726586866124, 0.8879574958504186)), ('orange', (0.9165098602452526, 1.8430906101270517)))
(('cue ball', (0.6547846897360742, 0.04915434020179554)), ('red', (0.653230516793703, 0.4849726363206324)), ('maroon', (0.4541553688652061, 0.3816370710120928)))
(('cue ball', (0.6499300213824866, 1.3606378670470507)), ('maroon', (0.34970229418464643, 0.18468412464908868)), ('red', (0.28248512084062, 0.5525291408163542)))
(('cue ball', (0.9244980756021588, 0.9374024497938085)), ('blue', (0.7478705119691256, 0.24269610556999746)), ('purple', (0.9557994219152924, 0.34311946673481186)))
(('cue ball', (0.6042298664625539, 1.3463529755683286)), ('maroon', (0.7258775533461408, 0.9120174397898043)), ('green', (0.2925675851839165, 0.22149097640008314)))
(('cue ball', (0.7620382680672245, 1.887011090870979)), ('red', (0.29606897038724944, 1.2566453051721977)), ('orange', (0.1513089560966637, 1.0613432594580345)))
(('cue ball', (0.28370614521505166, 0.3974060350732398)), ('blue', (0.18757747449134626, 0.48563615824101547)), ('yellow', (0.6077235256183509, 0.6686422530918074)))
(('cue ball', (0.43140200384095434, 0.3993416766562847)), ('black', (0.907061130508548, 0.8439574630960458)), ('purple', (0.5733533144152423, 1.1028466227890397)))
(('cue ball', (0.7677575386414127, 0.6732606480021819)), ('green', (0.8468701315780273, 1.390445007536113)), ('blue', (0.5919645672512495, 1.6917529401761007)))
(('cue ball', (0.13906738945650116, 0.8108618854580164)), ('black', (0.6935154545548331, 0.16133906018202449)), ('maroon', (0.7479832776281388, 1.4496475459601452)))
(('cue ball', (0.39591591550615574, 0.05409589869119145)), ('red', (0.44884987773340235, 1.0760161260643863)), ('purple', (0.09203895628493884, 1.3676950354250965)))
(('cue ball', (0.08000684220507807, 1.5710157139283456)), ('green', (0.5220833164893267, 0.27810449951387967)), ('yellow', (0.07893289151459165, 0.23470322703061477)))
(('cue ball', (0.16092247182559652, 1.4095083862030053)), ('blue', (0.07326470813307864, 0.2490945457674027)), ('orange', (0.29025114045776096, 1.5418742090501283)))
(('cue ball', (0.04892385207435328, 1.4731624700321284)), ('red', (0.7548416616636073, 0.5946308821799845)), ('maroon', (0.7401466965796338, 0.6756233017564678)))
(('cue ball', (0.7365955932499815, 1.7029999718086795)), ('green', (0.662089613497297, 0.22510038655951373)), ('yellow', (0.29176461120242375, 1.0330063565303755)))
(('cue ball', (0.35519428024202204, 1.2138067271372388)), ('blue', (0.1693278144336305, 0.5044282969492079)), ('purple', (0.880733385079081, 1.1318804183914688)))
(('cue ball', (0.3388473347466594, 1.791822795449913)), ('orange', (0.35622276833352634, 0.15397457371844409)), ('maroon', (0.7289815711754443, 0.31468640138705695)))
(('cue ball', (0.6322986611891267, 1.7047930328206018)), ('maroon', (0.1879119885714899, 0.08327764823149872)), ('orange', (0.49766980123024074, 1.328804139560706)))
(('cue ball', (0.5031796496170827, 0.997058752181348)), ('red', (0.6788876455844888, 0.5152919942633541)), ('maroon', (0.6215706125044266, 1.9393111541686165)))
(('cue ball', (0.9525787064455573, 0.5742275650531486)), ('red', (0.29111925904409847, 0.09813026280650562)), ('maroon', (0.6817266346613033, 0.44043320487455623)))
(('cue ball', (0.058529301254903306, 0.7631698293220239)), ('yellow', (0.6052754368661728, 0.3647990696598503)), ('maroon', (0.06039065575359216, 1.2077175472541153)))
(('cue ball', (0.775893031910512, 0.7014392075979011)), ('maroon', (0.32359992104209917, 1.8834267415393495)), ('orange', (0.26137678405919584, 0.8631509255980391)))
(('cue ball', (0.16044811700386893, 0.2239962369594369)), ('red', (0.20739981869990187, 0.9230545819509505)), ('blue', (0.7257291180946466, 0.7558502975110432)))
(('cue ball', (0.8802184481059104, 0.39920393459532916)), ('blue', (0.3999241688945773, 1.2343124822918967)), ('green', (0.7405589385124351, 1.3815356971489954)))
(('cue ball', (0.7653157599961735, 1.0878577373148144)), ('orange', (0.6465862808319032, 0.7477633545294102)), ('red', (0.45060128840932495, 0.7010995427835442)))
(('cue ball', (0.801113337051151, 0.8532029886178341)), ('yellow', (0.5712059915846275, 1.8090603580714646)), ('black', (0.768172346464274, 1.371689419459951)))
(('cue ball', (0.2683697757535177, 1.0166949418667826)), ('yellow', (0.6432563246682182, 0.9089461008093447)), ('green', (0.059328670244334754, 0.9881490504202091)))
(('cue ball', (0.4649597431921141, 1.399257442107684)), ('yellow', (0.937788925168463, 1.73065465935514)), ('green', (0.11550305139723853, 0.43486040554931193)))
(('cue ball', (0.7315470111949764, 1.0117614806092945)), ('red', (0.7792759292646823, 0.7986527178632058)), ('green', (0.46423498109304456, 0.6318490047914098)))
(('cue ball', (0.17005947999774237, 0.5617681446364658)), ('maroon', (0.9163164712894365, 1.4718783302810423)), ('yellow', (0.23262490075415382, 1.6768761728106918)))
(('cue ball', (0.7266448992510579, 0.5101154996623365)), ('purple', (0.6667258420285355, 0.7450033172811635)), ('red', (0.0447245790742823, 0.38279402258702)))
(('cue ball', (0.5705970508024909, 0.9652096067265288)), ('black', (0.9585684504095466, 0.07990113404820337)), ('orange', (0.09561116404289971, 0.3443795901813689)))
(('cue ball', (0.7987478362159408, 0.9985609991608784)), ('black', (0.46280357213261414, 1.8730990516467365)), ('yellow', (0.6644641943842796, 0.6944445699216766)))
(('cue ball', (0.23944172366355454, 1.5747148361653378)), ('black', (0.2043764111200565, 1.5009922463005638)), ('yellow', (0.8665661286474715, 1.7667905305838445)))
(('cue ball', (0.26504246561579825, 0.7467459809095309)), ('yellow', (0.9068681629291507, 0.10370942600538675)), ('red', (0.30298925544224226, 0.501322914615983)))
(('cue ball', (0.9206153771613431, 1.5849995533650394)), ('green', (0.5017108989337246, 0.1358176019075315)), ('blue', (0.5478041028771699, 1.280933897154882)))
(('cue ball', (0.7784796288682263, 1.2553401586649349)), ('orange', (0.5564655591511651, 0.3472293148970652)), ('green', (0.6359866714820137, 1.5309155467819413)))
(('cue ball', (0.4121640644596426, 1.4005500040727639)), ('maroon', (0.10418992874895787, 0.4296277252535829)), ('black', (0.0660842164551853, 0.9580298896675228)))
(('cue ball', (0.6485606810918444, 1.678653443531993)), ('black', (0.34010757128304875, 0.29537931767195813)), ('red', (0.33332557550142766, 1.228692015237867)))
(('cue ball', (0.6699739672766465, 1.2844243643423734)), ('blue', (0.7025935598761344, 0.5329934080217499)), ('maroon', (0.35911142128485024, 1.172045691896332)))
(('cue ball', (0.8865543808403756, 0.13453485572274415)), ('green', (0.23548038265496923, 0.48796785854314)), ('red', (0.761116453868639, 0.15681344850579232)))
(('cue ball', (0.33702364759220327, 0.1979946726053264)), ('maroon', (0.6216825408616501, 0.2392454342608845)), ('black', (0.32081413215483, 0.10361972074410004)))
(('cue ball', (0.9449038201640985, 1.947251074856154)), ('maroon', (0.24288428938370313, 0.2988490602211364)), ('blue', (0.8178977737403514, 0.1941811788753667)))
(('cue ball', (0.8612075051484303, 1.0851935570167823)), ('black', (0.23789703246502664, 0.7885759231742631)), ('red', (0.3965015500215668, 1.7954514101383299)))
(('cue ball', (0.694613608932133, 0.6477492234988523)), ('red', (0.5622711617029826, 0.19814930740220335)), ('orange', (0.5068790538013713, 0.2274423383426318)))
(('cue ball', (0.21799363237163447, 1.4107993036959487)), ('blue', (0.8131034117875666, 1.1286646938590454)), ('purple', (0.6356577222602483, 0.2404374372595747)))
(('cue ball', (0.6588783616221449, 0.42978438078534087)), ('yellow', (0.284721519367667, 0.6638125316913521)), ('purple', (0.04692591384147751, 1.6280479955304268)))
(('cue ball', (0.7109182718117448, 1.9173302573515678)), ('yellow', (0.09445735446156389, 0.7632777871076601)), ('purple', (0.9110123350983736, 0.24258892243902686)))
(('cue ball', (0.03177170978708316, 1.3282187685108164)), ('yellow', (0.6349535575810281, 0.48164735846876533)), ('maroon', (0.9406262700141315, 0.08543153418956674)))
(('cue ball', (0.14780009549663062, 1.7743078683335227)), ('maroon', (0.29855010344254485, 0.4589994076803817)), ('purple', (0.852803045741476, 1.9506262297428647)))
(('cue ball', (0.042580811304925574, 1.5010486968465304)), ('purple', (0.8153054626340509, 0.41498308105535275)), ('red', (0.4553921852574189, 1.4453524106068876)))
(('cue ball', (0.65836910211184, 1.9342206489271137)), ('red', (0.6484824514172761, 0.8737366955480097)), ('yellow', (0.3380926006798314, 0.8938607140288446)))
(('cue ball', (0.8785447236786451, 0.6277327230961387)), ('black', (0.07999072530297739, 1.9499650662692207)), ('red', (0.43216679880423364, 0.11558945818128812)))
(('cue ball', (0.05928553611974334, 0.5495644643807326)), ('maroon', (0.3430505532353148, 0.4224178114109501)), ('black', (0.7513195317476, 1.1957277572998646)))
(('cue ball', (0.720901370281991, 1.3050123138007417)), ('blue', (0.7609099256183309, 0.8900356136950641)), ('yellow', (0.5158887269682118, 1.1396908158864207)))
(('cue ball', (0.5024234405147258, 1.2609003694894734)), ('yellow', (0.5209422075409788, 1.9463340193176972)), ('green', (0.6690447527919738, 0.5495439022376355)))
(('cue ball', (0.8807628248681092, 0.9475197776362729)), ('red', (0.7157932426659076, 1.4579249652056825)), ('orange', (0.10859045554711226, 0.23202912953374957)))
(('cue ball', (0.9161851699714194, 0.6797667141225723)), ('yellow', (0.09529551258586874, 1.6137110081818402)), ('red', (0.3947137477972616, 1.9154489825393561)))
(('cue ball', (0.3691858774613318, 0.5427984363242051)), ('purple', (0.6694942757589573, 1.686104805347052)), ('orange', (0.7603290036855413, 0.32025016639484144)))
(('cue ball', (0.29121428248871023, 0.7525560379802857)), ('green', (0.3763243758336702, 0.8805792298373072)), ('yellow', (0.6139941583885423, 1.6829887682996307)))
(('cue ball', (0.20004567097374717, 1.589402990451285)), ('green', (0.5140527946361704, 1.3284807025417713)), ('maroon', (0.6618505133856406, 1.0795093347451896)))
(('cue ball', (0.49549576501968634, 1.8714952071962854)), ('blue', (0.5087241768827335, 0.6370299778326894)), ('orange', (0.8701268649137405, 1.6966936724465795)))
(('cue ball', (0.45438633479470225, 0.3612566373954085)), ('blue', (0.6661725088897226, 0.7925040078583517)), ('yellow', (0.6558060897549055, 1.5091663298183051)))
(('cue ball', (0.3848657275695091, 0.15064073439156758)), ('maroon', (0.10517645704884315, 0.5267511486485107)), ('purple', (0.47807140995151265, 1.7043344831851526)))
(('cue ball', (0.08870452370769497, 1.270376758505449)), ('yellow', (0.8693993779443062, 0.7800814890279406)), ('red', (0.908331812537323, 0.7323167020139206)))
(('cue ball', (0.10707005975252203, 1.8284261859706243)), ('orange', (0.1576172335072026, 1.3258672633758217)), ('red', (0.34543487664744726, 1.186607990204173)))
(('cue ball', (0.5987468409831382, 1.1721426480717274)), ('black', (0.1305912371072598, 1.7861558264641297)), ('purple', (0.21954237871948493, 1.2122895516027385)))
(('cue ball', (0.5005886660901315, 0.04725984664925867)), ('blue', (0.6292459318956976, 0.12188357531818896)), ('orange', (0.36595659355109134, 0.22702013693034456)))
(('cue ball', (0.3616503403340502, 0.5073483501640298)), ('purple', (0.6029968472892998, 0.22489966831323743)), ('red', (0.6643438176513609, 1.905007212998789)))
(('cue ball', (0.32173161478905754, 1.0600764678900774)), ('purple', (0.21527880573572325, 1.2092210503267524)), ('blue', (0.4609075394220188, 0.2798765361148928)))
(('cue ball', (0.9385070041810034, 1.120758386253917)), ('purple', (0.7868048132574379, 1.6115508743365903)), ('green', (0.42118316235016495, 0.25851830444106316)))
(('cue ball', (0.20016885404902587, 1.1152579968878895)), ('yellow', (0.44755097557700596, 0.42371086703287536)), ('black', (0.2990860943698103, 0.4114832921121042)))
(('cue ball', (0.5091321547396126, 0.9159081212998678)), ('orange', (0.46052421755714323, 0.5667172019624072)), ('yellow', (0.7039507050795186, 0.5884927622978937)))
(('cue ball', (0.8782020592776832, 1.3908346162144687)), ('green', (0.9261305501381083, 0.10583505419156047)), ('maroon', (0.09021240070029832, 0.9385614169143753)))
(('cue ball', (0.26095677768216463, 1.2049488405605042)), ('purple', (0.5766130021461723, 0.8612896392544497)), ('yellow', (0.9351543543418365, 0.7944995331935447)))
(('cue ball', (0.03149290436754839, 1.4924701753500944)), ('blue', (0.7389488779451594, 1.6805649440263994)), ('purple', (0.6812928363028528, 0.5993277756644806)))
(('cue ball', (0.8404206526249526, 1.799315644301715)), ('green', (0.5338263652834945, 1.49070265539833)), ('orange', (0.9079835311968045, 0.46221408481928516)))
(('cue ball', (0.27557097160862337, 0.06541406194149656)), ('black', (0.21902066229804878, 0.09505452572016822)), ('maroon', (0.7319586563927144, 1.644330947896117)))
(('cue ball', (0.4696569369660242, 0.5086855363940921)), ('orange', (0.7316177538729373, 1.887235848812841)), ('blue', (0.880221083539089, 0.8844568321027514)))
(('cue ball', (0.7344300593792839, 0.20684605785192334)), ('maroon', (0.5621805083613312, 1.0655071492035983)), ('orange', (0.8704484217463481, 0.5758749713593171)))
(('cue ball', (0.8755881949872296, 0.14648647329385545)), ('green', (0.8966244145323556, 0.322767084089625)), ('black', (0.8363496628471286, 0.039004231838534104)))
(('cue ball', (0.3172417482655786, 0.34345961465137226)), ('orange', (0.042527722748644387, 1.224840842735893)), ('purple', (0.8497561151379621, 0.7340389053049001)))
(('cue ball', (0.23690089415869822, 0.8693460267341799)), ('red', (0.6742241878547989, 1.7277291083496862)), ('maroon', (0.6096830164406353, 1.947435813121388)))
(('cue ball', (0.36729155265992847, 0.8263410153503746)), ('purple', (0.076647669027528, 0.5173484630128627)), ('yellow', (0.6382817320666808, 0.07079721422676696)))
(('cue ball', (0.8093483442038785, 0.2812017969466193)), ('maroon', (0.7670680934812344, 1.9033281271875016)), ('yellow', (0.43024278723760023, 1.4115478971224371)))
(('cue ball', (0.6023142541015276, 1.426574366249498)), ('black', (0.7331342353502206, 0.09032279862945346)), ('purple', (0.9124119826900212, 1.6243414814680386)))
(('cue ball', (0.691267833528251, 0.6220534367281209)), ('green', (0.7147748295549524, 1.8751076971053098)), ('yellow', (0.5831697213054261, 1.93321500606155)))
(('cue ball', (0.3209096128616592, 0.052378553163850566)), ('blue', (0.1515901263501058, 1.926332534953348)), ('green', (0.7680367448232386, 1.7656019149591022)))
(('cue ball', (0.8395976635659206, 0.39272184003507976)), ('purple', (0.9537540250311333, 1.4058191909912254)), ('red', (0.17096004931191586, 1.3175849826627042)))
(('cue ball', (0.35815374324843297, 0.6118729974908155)), ('purple', (0.5009828129513486, 0.3016729353272677)), ('yellow', (0.37782316306804636, 0.19956971000316454)))
(('cue ball', (0.4299713262578521, 0.8569790846120848)), ('black', (0.07906972762939195, 0.6887093297612826)), ('purple', (0.5959328958844825, 1.9379012287786141)))
(('cue ball', (0.20920879346964794, 0.40009312838215233)), ('blue', (0.8182122962576959, 0.5859338354603081)), ('maroon', (0.5214499247639429, 1.2937418955308408)))
(('cue ball', (0.0903755458912531, 0.9272049869577482)), ('purple', (0.08808123632409925, 1.4673572726200932)), ('red', (0.24381148405833777, 1.4789124361166066)))
(('cue ball', (0.6292783384538536, 1.751974309372853)), ('blue', (0.5114086584271597, 1.5922086519722642)), ('black', (0.6123833264552146, 1.1829799445979041)))
(('cue ball', (0.4144084515741379, 0.9014594104884579)), ('orange', (0.7778264660781876, 0.8532602457017926)), ('yellow', (0.7581832744364929, 0.7193175519720546)))
(('cue ball', (0.14687747937699575, 1.5849834632358442)), ('blue', (0.4086237143073414, 1.7108023617532828)), ('black', (0.18895924760086608, 0.1945772480769018)))
(('cue ball', (0.8243116658039552, 0.8202042848082597)), ('red', (0.5447409258931535, 0.4502826937610232)), ('orange', (0.31881550491224725, 1.4600879382349954)))
(('cue ball', (0.09162808287784284, 1.8239379557080817)), ('orange', (0.7015140694632978, 1.245715437860181)), ('green', (0.6237386184817889, 0.5313554929188583)))
(('cue ball', (0.7611383143096585, 1.4638273612664225)), ('green', (0.4328346223863186, 0.5326842596820428)), ('maroon', (0.49133087257050084, 0.5048788263449336)))
(('cue ball', (0.5369777771241944, 1.8463183999985806)), ('black', (0.6353134101305038, 1.6856260114954311)), ('green', (0.29082496343031683, 0.948564000101921)))
(('cue ball', (0.031230150536239943, 1.7247868301989822)), ('maroon', (0.9061551629221728, 1.3759964608888808)), ('blue', (0.4705015275207464, 1.0293755534665507)))
(('cue ball', (0.06699411106735623, 1.4759854708367834)), ('maroon', (0.4387112951421417, 0.032673298713108215)), ('yellow', (0.5977650345497416, 0.033605591701003475)))
(('cue ball', (0.43282370643685925, 0.7480499145390122)), ('green', (0.7247536721107951, 1.9512869529383303)), ('black', (0.8108141421157624, 1.6821245518372323)))
(('cue ball', (0.7682302450671085, 0.5871564128043765)), ('green', (0.5992863341603237, 0.291477074991885)), ('maroon', (0.3559788561258324, 1.0578505779373575)))
(('cue ball', (0.8752153851895471, 1.3735478849152827)), ('purple', (0.07966835280389033, 1.3731120068403184)), ('green', (0.29381516453819495, 1.8932721014867544)))
(('cue ball', (0.9273954829596387, 0.1155727814288475)), ('black', (0.3082548832144573, 0.5824437405109582)), ('maroon', (0.31703806427778264, 0.8968668249235109)))
(('cue ball', (0.514536491800438, 0.13198045261394342)), ('maroon', (0.12550784777920462, 0.3631010756369029)), ('orange', (0.19927714503478422, 0.3729221991328914)))
(('cue ball', (0.19894775579647936, 0.6376900220200706)), ('green', (0.05216659880775362, 1.8093416038801098)), ('blue', (0.8756439546835826, 0.2896344317883544)))
(('cue ball', (0.268495118165685, 0.38202840245366715)), ('blue', (0.7708804423459548, 0.2448013104952775)), ('purple', (0.3538019338483586, 1.0409045091174263)))
(('cue ball', (0.3965830106325719, 0.7699634721301044)), ('black', (0.899010969505901, 0.5814012123083536)), ('red', (0.824045841571227, 0.6128495389257319)))
(('cue ball', (0.7348217101731636, 0.7468105480295135)), ('black', (0.4355054616428299, 0.462501806250119)), ('maroon', (0.24670124079835967, 0.5212702218170006)))
(('cue ball', (0.76304113427414, 1.6068574098595894)), ('orange', (0.48009688199933503, 1.7880605757810002)), ('maroon', (0.6542421262241571, 1.1839561766083184)))
(('cue ball', (0.6099002878800984, 0.5347460862732869)), ('green', (0.7194014530478475, 0.28500008793783493)), ('blue', (0.43533124310812504, 0.29825072819983817)))
(('cue ball', (0.6734148073712809, 0.12396598928292246)), ('red', (0.22815008610620446, 0.29826997799000465)), ('blue', (0.7970314715642811, 0.5319228361296877)))
(('cue ball', (0.6009381611617449, 1.1753022267288695)), ('maroon', (0.6857200562495204, 1.1116664452338505)), ('green', (0.19812291387404604, 0.5487219241089881)))
(('cue ball', (0.5065099409332438, 1.7632572730225766)), ('maroon', (0.13266849253048055, 1.9321223282910687)), ('red', (0.1938541129493056, 1.918747047095421)))
(('cue ball', (0.49019436670954986, 1.4773831369758752)), ('red', (0.7929703164553796, 0.9458917721427385)), ('green', (0.4997322726805387, 0.2682962366844438)))
(('cue ball', (0.6618909034336575, 1.8760506079472492)), ('yellow', (0.3345036631311535, 1.1873044753265776)), ('maroon', (0.7938650852769277, 1.846164621419319)))
(('cue ball', (0.9486944983321591, 0.939918431958629)), ('orange', (0.3721512196569983, 1.3698749439767612)), ('yellow', (0.5341516097922865, 0.2995063578171767)))
(('cue ball', (0.6566035727580122, 1.29071754261495)), ('maroon', (0.9610012172849569, 0.8062649016295215)), ('orange', (0.801556121059067, 0.45449528485165464)))
(('cue ball', (0.909124832655923, 0.47003671179195305)), ('blue', (0.7040175019046067, 1.3637813057285568)), ('maroon', (0.4018428382981473, 0.9280432883153078)))
(('cue ball', (0.9364332269883783, 1.7712575737730447)), ('red', (0.7690422130832737, 0.21342931919692393)), ('blue', (0.754479800589579, 1.9072035787665624)))
(('cue ball', (0.8954581599684361, 0.09619257526388157)), ('purple', (0.3620163110240604, 1.2610147164696126)), ('red', (0.7521391725929587, 1.457601976521789)))
(('cue ball', (0.861866334044603, 0.780688121702187)), ('black', (0.04471805136229876, 1.897514925569149)), ('red', (0.861085112306052, 1.5002146484925978)))
(('cue ball', (0.2997899864378565, 1.7527148224316746)), ('green', (0.1638813029845175, 0.22354378133399466)), ('purple', (0.7261752357720639, 1.306655030478363)))
(('cue ball', (0.7860203266863046, 0.894104712199642)), ('purple', (0.8305596523071699, 1.5075812520187422)), ('orange', (0.9417179428213618, 0.5328479153662959)))
(('cue ball', (0.33954937376655264, 0.3175174637661621)), ('black', (0.11349659879757325, 0.49914020326407504)), ('yellow', (0.06244798256746463, 0.26550460968896444)))
(('cue ball', (0.4027899063307232, 0.7750468855564678)), ('green', (0.3908847973108348, 0.41132771919643785)), ('red', (0.683692648039789, 0.9618898494039088)))
(('cue ball', (0.7417873956415474, 0.9512186437421883)), ('black', (0.5308615784186446, 0.03275115774536685)), ('green', (0.772150916223499, 0.36603185738729116)))
(('cue ball', (0.3141965647459349, 1.0719609901534133)), ('blue', (0.4224471081386805, 1.6613935444944172)), ('yellow', (0.7621902019011059, 1.5546935837266738)))
(('cue ball', (0.9395420213268171, 0.7586002560699638)), ('maroon', (0.3347587658923339, 0.7007151607523617)), ('red', (0.535551289025057, 0.7816837503643217)))
(('cue ball', (0.2976935986552773, 0.15205171044968047)), ('blue', (0.2662285494377125, 0.0976877865811402)), ('black', (0.7933677527288335, 0.3453332424560322)))
(('cue ball', (0.3185860840471359, 0.22453134368473057)), ('green', (0.7332635230525494, 0.3754549337858281)), ('black', (0.06364604419231815, 1.8839010474995799)))
(('cue ball', (0.06151825303551976, 1.836093869951718)), ('purple', (0.9060253777148766, 1.912095879399933)), ('black', (0.6317221040360196, 1.7262704565715656)))
